pokemonID,name,text,type
ex10-?,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-?
ex11-1,Final Sting,"Once during your turn (before your attack), you may Knock Out Beedrill. If you do, choose 1 of your opponent's Defending Pokémon. That Pokémon is now Paralyzed and Poisoned. Put 2 damage counters instead of 1 on that Pokémon between turns. This power can't be used if Beedrill is affected by a Special Condition.",Poké-Power,ex11-1
ex11-3,Delta Charge,"Once during your turn (before your attack), you may attach a Lightning Energy card from your discard pile to 1 of your Benched Pokémon. This power can't be used if Dragonite is affected by a Special Condition.",Poké-Power,ex11-3
ex11-4,Delta Heal,"Once during your turn (before your attack), you may remove 1 damage counter from each of your Pokémon that has δ on its card. You can't use more than 1 Delta Heal Poké-Power each turn. This power can't be used if Espeon is affected by a Special Condition.",Poké-Power,ex11-4
ex11-6,Energy Jump,"Once during your turn (before your attack), you may move an Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Gardevoir is affected by a Special Condition.",Poké-Power,ex11-6
ex11-8,Delta Aura,"If you have Latios or Latios ex in play, the attack cost of Latias's Extra Crush is now Lightning MetalColorless.",Poké-Body,ex11-8
ex11-9,Delta Aura,"If you have Latias or Latias ex in play, the attack cost of Latios's Psychic Force is now Lightning MetalColorless.",Poké-Body,ex11-9
ex11-11,Delta Control,"Once during your turn (before your attack), you may look at the top 4 cards of your deck, choose 1 of them, and put it into your hand. Put the 3 other cards on the bottom of your deck in any order. This power can't be used if Metagross is affected by a Special Condition.",Poké-Power,ex11-11
ex11-12,Delta Switch,"Once during your turn, when you put Mewtwo from your hand onto your Bench, you may move any number of basic Energy cards attached to your Pokémon to your other Pokémon (excluding Mewtwo) in any way you like.",Poké-Power,ex11-12
ex11-13,Delta Guard,"As long as Rayquaza has any Holon Energy cards attached to it, ignore the effect of Rayquaza's Lightning Storm attack.",Poké-Body,ex11-13
ex11-15,Metal Navigation,"Once during your turn (before your attack), you may search your deck for a Metal Energy card and attach it to Starmie. Shuffle your deck afterward. This power can't be used if Starmie is affected by a Special Condition.",Poké-Power,ex11-15
ex11-16,Crush Draw,"Once during your turn (before your attack), you may reveal the top card of your deck. If that card is a basic Energy card, attach it to 1 of your Pokémon. If not, put the card back on top of your deck. This power can't be used if Tyranitar is affected by a Special Condition.",Poké-Power,ex11-16
ex11-17,Delta Moon,"When your opponent attaches a Special Energy card from his or her hand to 1 of his or her Pokémon, put 1 damage counter on that Pokémon. You can't use more than 1 Delta Moon Poké-Body each turn.",Poké-Body,ex11-17
ex11-20,Baby Evolution,"Once during your turn (before your attack), you may put Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.",Poké-Power,ex11-20
ex11-23,Binding Aura,Your opponent can't play any Basic Pokémon or Evolution cards from his or her hand to evolve an Active Pokémon and can't attach any Energy cards from his or her hand to an Asleep Pokémon.,Poké-Body,ex11-23
ex11-25,Backup,"Once during your turn (before your attack), if you have less than 6 cards in your hand, you may draw cards until you have 6 cards in your hand. This power can't be used if Porygon2 is affected by a Special Condition.",Poké-Power,ex11-25
ex11-26,Temperamental Weather,"Once during your turn (before your attack), you may search your deck for Castform, Sunny Castform, or Snow-cloud Castform and switch it with Rain Castform. (Any cards attached to Rain Castform, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Rain Castform back into your deck. You can't use more than 1 Temperamental Weather Poké-Power each turn.",Poké-Power,ex11-26
ex11-27,Delta Storm,"As long as Sandslash is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon-ex between turns.",Poké-Body,ex11-27
ex11-28,Prize Shift,"Once during your turn (before your attack), you may choose a card from your hand and put it as a Prize card face up. If you do, choose 1 of your face-down Prize cards without looking and put it into your hand. This power can't be used if Slowking is affected by a Special Condition or if all of your Prize cards are face up.",Poké-Power,ex11-28
ex11-29,Temperamental Weather,"Once during your turn (before your attack), you may search your deck for Castform, Rain Castform, or Sunny Castform and switch it with Snow-cloud Castform. (Any cards attached to Snow-cloud Castform, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Snow-cloud Castform back into your deck. You can't use more than 1 Temperamental Weather Poké-Power each turn.",Poké-Power,ex11-29
ex11-31,Temperamental Weather,"Once during your turn (before your attack), you may search your deck for Castform, Rain Castform, or Snow-cloud Castform and switch it with Sunny Castform. (Any cards attached to Sunny Castform, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Sunny Castform back into your deck. You can't use more than 1 Temperamental Weather Poké-Power each turn.",Poké-Power,ex11-31
ex11-33,Body Odor,"As long as Weezing is the Active Pokémon, put 1 counter on each of your opponent's Pokémon that has any Poké-Bodies between turns.",Poké-Body,ex11-33
ex11-34,Temperamental Weather,"Once during your turn (before your attack), you may search your deck for Sunny Castform, Rain Castform, or Snow-cloud Castform and switch it with Castform. (Any cards attached to Castform, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Castform back into your deck. You can't use more than 1 Temperamental Weather Poké-Power each turn.",Poké-Power,ex11-34
ex11-35,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-35
ex11-36,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-36
ex11-37,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-37
ex11-38,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-38
ex11-39,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-39
ex11-40,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-40
ex11-44,Reversal Aura,"As long as you have more Prize cards left than your opponent, each of Hariyama's attacks does 20 more damage to the Active Pokémon (before applying Weakness and Resistance) and damage done by the Active Pokémon to Hariyama is reduced by 20 (after applying Weakness and Resistance).",Poké-Body,ex11-44
ex11-45,Beacon Protection,"As long as you have Volbeat in play, prevent all effects, including damage, done to Illumise by attacks from your opponent's Pokémon that has Dark in its name.",Poké-Body,ex11-45
ex11-50,Prowl,"Once during your turn, when you play Persian from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",Poké-Power,ex11-50
ex11-54,Exoskeleton,Any damage done to Shelgon by attacks is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ex11-54
ex11-55,Shining Horn,"As long as Skarmory is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.",Poké-Body,ex11-55
ex11-56,Extra Protection,"As long as you have Illumise in play, prevent all effects, including damage, done to Volbeat by attacks from your opponent's Pokémon-ex.",Poké-Body,ex11-56
ex11-59,Conductive Body,"As long as Beldum is your Active Pokémon, you pay Colorless less to retreat Beldum for each Beldum on your Bench.",Poké-Body,ex11-59
ex11-61,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-61
ex11-62,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-62
ex11-63,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-63
ex11-64,Duplicate,"Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poké-Power each turn.",Poké-Power,ex11-64
ex11-108,Evolutionary Flame,"Once during your turn, when you play Flareon ex from your hand to evolve 1 of your Pokémon, you may choose 1 of the Defending Pokémon. That Pokémon is now Burned and Confused.",Poké-Power,ex11-108
ex11-109,Evolutionary Thunder,"Once during your turn, when you play Jolteon ex from your hand to evolve 1 of your Pokémon, you may put 1 damage counter on each of your opponent's Pokémon.",Poké-Power,ex11-109
ex11-110,Evolutionary Swirl,"Once during your turn, when you play Vaporeon ex from your hand to evolve 1 of your Pokémon, you may have your opponent shuffle his or her hand into his or her deck. Then, your opponent draws up to 4 cards.",Poké-Power,ex11-110
ex11-114,Thick Fat,Any damage done to Azumarill by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).,Poké-Body,ex11-114
ex12-1,Reactive Protection,Any damage done to Aerodactyl by attacks from your opponent's Pokémon is reduced by 10 for each React Energy card attached to Aerodactyl (after applying Weakness and Resistance).,Poké-Body,ex12-1
ex12-4,Reactive Shift,"Once during your turn (before your attack), you may move a React Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Delcatty is affected by a Special Condition.",Poké-Power,ex12-4
ex12-5,Shadow Curse,"If Gengar would be Knocked Out by damage from an opponent's attack, you may put 3 damage counters on 1 of your opponent's Pokémon.",Poké-Power,ex12-5
ex12-7,Ancient Shell,"As long as you have Omanyte or Omastar in play, damage done to Kabutops by attacks is reduced by 20 (after applying Weakness and Resistance).",Poké-Body,ex12-7
ex12-8,Support Navigation,"Once during your turn, when you put Lapras onto your Bench from your hand, you may search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",Poké-Power,ex12-8
ex12-10,Type Change,"Once during your turn (before your attack), you may choose 1 of the Defending Pokémon. Mew is the same type as that Pokémon (all if that Pokémon is more than 1 type) until the end of your turn. This power can't be used if Mew is affected by a Special Condition.",Poké-Power,ex12-10
ex12-11,Stench,"As long as Muk is your Active Pokémon, each player's Pokémon can't use any Poké-Powers.",Poké-Body,ex12-11
ex12-12,Evolutionary Fan,"Once during your turn, when you play Shiftry from your hand to evolve 1 of your Pokémon, you may choose 1 of your Evolved Pokémon in play (excluding any Shiftry). Return that Pokémon and all cards attached to it to your hand.",Poké-Power,ex12-12
ex12-13,Nectar Pod,"Once during your turn (before your attack), you may switch 1 of your opponent's Benched Stage 2 Evolved Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch. This power can't be used if Victreebel is affected by a Special Condition.",Poké-Power,ex12-13
ex12-14,Reactive Lift,"As long as Wailord has any React Energy cards attached to it, the Retreat Cost for each of your Water Pokémon (excluding Pokémon-ex) is 0.",Poké-Body,ex12-14
ex12-15,Shining Horn,"As long as Absol is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.",Poké-Body,ex12-15
ex12-16,Rear Sensor,Each player's Active Basic Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.,Poké-Body,ex12-16
ex12-17,Reactive Booster,Each React Energy card attached to all of your Huntail and Gorebyss provides 2 Energy of every type but has no effect other than providing Energy.,Poké-Body,ex12-17
ex12-18,Reactive Generator,"Once during your turn (before your attack), if Huntail has no React Energy cards attached to it, you may search your deck for a React Energy card and attach it to Huntail. Shuffle your deck afterward. This power can't be used if Huntail is affected by a Special Condition.",Poké-Power,ex12-18
ex12-19,Dual Armor,"As long as Lanturn has any Water Energy attached to it, Lanturn is both Water and Lightning type.",Poké-Body,ex12-19
ex12-20,Sol Shade,"As long as you have Solrock in play, each player's Fire Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.",Poké-Body,ex12-20
ex12-21,Stages of Evolution,"As long as Magmar is an Evolved Pokémon, all Energy attached to Magmar are Fire Energy instead of their usual types.",Poké-Body,ex12-21
ex12-22,Reactive Recharge,"If Magneton would be Knocked Out by damage from an opponent's attack, you may move any number of React Energy cards from Magneton to your Pokémon in any way you like.",Poké-Power,ex12-22
ex12-23,Ancient Fang,"As long as you have Kabuto, Kabutops, or Kabutops ex in play, Omastar's attacks do 20 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body,ex12-23
ex12-24,Shining Horn,"As long as Pinsir is the only Pokémon you have in play, your opponent's Basic Pokémon can't attack.",Poké-Body,ex12-24
ex12-25,Luna Shade,"As long as you have Lunatone in play, each player's Colorless Pokémon (excluding Pokémon-ex) can't use any Poké-Powers.",Poké-Body,ex12-25
ex12-26,Pattern Distraction,"As long as Spinda is your Active Pokémon, whenever your opponent's Basic Pokémon tries to attack, your opponent flips a coin. If tails, that attack does nothing. You can't use more than 1 Pattern Distraction Poké-Body each turn.",Poké-Body,ex12-26
ex12-28,Stages of Evolution,"As long as Wobbuffet is an Evolved Pokémon, your opponent pays Colorless more to retreat his or her Active Pokémon.",Poké-Body,ex12-28
ex12-30,Emerge,"Once during your turn (before your attack), if Cascoon is your Active Pokémon, you may flip a coin. If heads, search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward. This power can't be used if Cascoon is affected by a Special Condition.",Poké-Power,ex12-30
ex12-31,Deadlock,"As long as Dunsparce is your Active Pokémon, your opponent's Dunsparce can't attack.",Poké-Body,ex12-31
ex12-34,Exoskeleton,Any damage done to Graveler by attacks is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ex12-34
ex12-36,Ancient Protection,"Each of your Omanyte, Omastar, Kabuto, Kabutops, and Kabutops ex has no Weakness.",Poké-Body,ex12-36
ex12-37,Reactive Colors,"If Kecleon has any React Energy cards attached to it, Kecleon is Grass, Fire, Water, Lightning, Psychic, and Fighting type.",Poké-Body,ex12-37
ex12-39,Paranoid,"As long as Machoke is Confused, Machoke's attacks do 50 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body,ex12-39
ex12-40,Deep Sleep,"As long as Misdreavus is your Active Pokémon, each player flips 2 coins for his or her Pokémon that is Asleep between turns. If either coin is tails, that Pokémon is still Asleep.",Poké-Body,ex12-40
ex12-42,Reactive Aroma,"As long as Roselia has any React Energy cards attached to it, remove 1 damage counter from each of your Pokémon (excluding Pokémon-ex) that has any React Energy cards attached to it between turns. You can't use more than 1 Reactive Aroma Poké-Body each turn.",Poké-Body,ex12-42
ex12-43,Power Circulation,"Once during your turn (before your attack), you may search your discard pile for a basic Energy card, show it to your opponent, and put it on top of your deck. If you do, put 1 damage counter on Sealeo. This power can't be used if Sealeo is affected by a Special Condition.",Poké-Power,ex12-43
ex12-44,Reactive Healing,"Whenever you attach a React Energy card from your hand to Tangela, remove all damage counters from Tangela.",Poké-Body,ex12-44
ex12-45,Reactive Shield,"As long as Tentacruel has any React Energy cards attached to it, prevent all effects, including damage, done to any of your Tentacruel in play by attacks from your opponent's Pokémon-ex.",Poké-Body,ex12-45
ex12-58,Baby Evolution,"Once during your turn (before your attack), you may put Magmar from your hand onto Magby (this counts as evolving Magby) and remove all damage counters from Magby.",Poké-Power,ex12-58
ex12-60,Ancient Tentacles,"Damage done to your opponent's Pokémon by your Omanyte, Omastar, Kabuto, Kabutops, or Kabutops ex isn't affected by Resistance.",Poké-Body,ex12-60
ex12-70,Poison Payback,"If Wurmple is your Active Pokémon and is damaged by an opponent's attack (even if Wurmple is Knocked Out), the Attacking Pokémon is now Poisoned.",Poké-Body,ex12-70
ex12-71,Baby Evolution,"Once during your turn (before your attack), you may put Wobbuffet from your hand onto Wynaut (this counts as evolving Wynaut) and remove all damage counters from Wynaut.",Poké-Power,ex12-71
ex12-78,Jagged Stone,"If Claw Fossil is your Active Pokémon and is damaged by an opponent's attack (even if Claw Fossil is Knocked Out), put 1 damage counter on the Attacking Pokémon.",Poké-Body,ex12-78
ex12-80,Spongy Stone,"At any time between turns, remove 1 damage counter from Root Fossil.",Poké-Body,ex12-80
ex12-83,Fire Remedy,"Whenever you attach a Fire Energy from your hand to Arcanine ex, remove 1 damage counter and all Special Conditions from Arcanine ex.",Poké-Body,ex12-83
ex12-84,Dual Armor,"As long as Armaldo ex has any React Energy cards attached to it, Armaldo ex is both Grass and Fighting type.",Poké-Body,ex12-84
ex12-85,Shady Move,"Once during your turn (before your attack), if Banette ex is your Active Pokémon, you may move 1 damage counter from either player's Pokémon to another Pokémon (yours or your opponent's). This power can't be used if Banette ex is affected by a Special Condition.",Poké-Power,ex12-85
ex12-86,Safeguard,"Prevent all effects of attacks, including damage, done to Dustox ex by your opponent's Pokémon-ex.",Poké-Body,ex12-86
ex12-87,Emerge Charge,"Once during your turn, when you play Flygon ex from your hand to evolve 1 of your Pokémon, you may search your discard pile for up to 2 Energy cards and attach them to Flygon ex.",Poké-Power,ex12-87
ex12-88,Versatile,Mew ex can use the attacks of all Pokémon in play as its own. (You still need the necessary Energy to use each attack.),Poké-Body,ex12-88
ex12-89,Icy Aura,"As long as Walrein ex is your Active Pokémon, put 1 damage counter on each Active Pokémon (both yours and your opponent's) between turns, excluding Water Pokémon.",Poké-Body,ex12-89
ex13-3,Form Change,"Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn.",Poké-Power,ex13-3
ex13-4,Form Change,"Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn.",Poké-Power,ex13-4
ex13-5,Form Change,"Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn.",Poké-Power,ex13-5
ex13-6,Form Change,"Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn.",Poké-Power,ex13-6
ex13-7,Delta Supply,"Once during your turn (before your attack), you may attach a basic Energy card or a δ Rainbow Energy card from your hand to 1 of your Pokémon that has δ on its card. This power can't be used if Flygon is affected by a Special Condition.",Poké-Power,ex13-7
ex13-8,Delta Reactor,"As long as any Stadium card with Holon in its name is in play, each of your Pokémon that has δ on its card does 10 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body,ex13-8
ex13-10,Dragon Curse,"Once during your turn (before your attack), if Kingdra is your Active Pokémon, you may put 2 damage counters on 1 of your opponent's Pokémon with δ on its card. This power can't be used if Kingdra is affected by a Special Condition.",Poké-Power,ex13-10
ex13-11,Dual Aura,"As long as you have Latios or Latios ex in play, each player's Evolved Pokémon (excluding Pokémon-ex) can't use any Poké-Bodies.",Poké-Body,ex13-11
ex13-12,Dual Aura,"As long as you have Latias or Latias ex in play, each player's Evolved Pokémon (excluding Pokémon-ex) can't use any Poké-Bodies.",Poké-Body,ex13-12
ex13-14,Delta Reserve,"As long as Pidgeot has any Holon Energy cards attached to it, each player's Pokémon (excluding Pokémon that has δ on its card) can't use any Poké-Powers.",Poké-Body,ex13-14
ex13-16,Hydro Barrier,"As long as Rayquaza has any Holon Energy cards attached to it, each of your Water Pokémon has no Weakness.",Poké-Body,ex13-16
ex13-17,Poison Pollen,"Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. This power can't be used if Vileplume is affected by a Special Condition.",Poké-Power,ex13-17
ex13-19,Fellowship,"Bellossom can use the attacks of all Oddish, Gloom, Vileplume, Vileplume ex, or other Bellossom you have in play as its own. (You still need the necessary Energy to use each attack.)",Poké-Body,ex13-19
ex13-27,Clear Body,Regice can't be affected by any Special Conditions.,Poké-Body,ex13-27
ex13-28,Clear Body,Regirock can't be affected by any Special Conditions.,Poké-Body,ex13-28
ex13-29,Clear Body,Registeel can't be affected by any Special Conditions.,Poké-Body,ex13-29
ex13-30,Aqua Lift,"If Relicanth has any Water Energy attached to it, the Retreat Cost for Relicanth is 0.",Poké-Body,ex13-30
ex13-35,Primal Light,"Once during your turn (before your attack), you may search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Aerodactyl is affected by a Special Condition.",Poké-Power,ex13-35
ex13-37,Delta Support,"Once during your turn (before your attack), if you have a Supporter card with Holon in its name in play, you may search your discard pile for a basic Energy card or a δ Rainbow Energy card, show it to your opponent, and put it into your hand. This power can't be used if Chimecho is affected by a Special Condition.",Poké-Power,ex13-37
ex13-43,Delta Block,"As long as any Stadium card with Holon in its name is in play, your opponent can't play any Stadium cards from his or her hand.",Poké-Body,ex13-43
ex13-76,Baby Evolution,"Once during your turn (before your attack), you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu.",Poké-Power,ex13-76
ex13-91,Jagged Stone,"If Claw Fossil is your Active Pokémon and is damaged by an opponent's attack (even if Claw Fossil is Knocked Out), put 1 damage counter on the Attacking Pokémon.",Poké-Body,ex13-91
ex13-93,Spongy Stone,"At any times between turns, remove 1 damage counter from Root Fossil.",Poké-Body,ex13-93
ex13-99,Splash Back,"Once during your turn (before your attack), if your opponent has 4 or more Benched Pokémon, you may choose 1 of them and return that Pokémon and all cards attached to it to his or her hand. This power can't be used if Crawdaunt ex is affected by a Special Condition.",Poké-Power,ex13-99
ex13-100,Psychic Vision,"Once during your turn (before your attack), if Mew ex is on your Bench, you may look at your opponent's hand.",Poké-Power,ex13-100
ex13-101,Driving Howl,"Once during your turn (before your attack), you may choose 1 of the Defending Pokémon and switch it with 1 of your opponent's Benched Pokémon. Your opponent chooses the Benched Pokémon to switch. This power can't be used if Mightyena ex is affected by a Special Condition.",Poké-Power,ex13-101
ex14-1,Safeguard,"Prevent all effects of attacks, including damage, done to Banette by your opponent's Pokémon-ex.",Poké-Body,ex14-1
ex14-2,Shield Veil,Each of your Active Pokémon has no Weakness.,Poké-Body,ex14-2
ex14-3,Delta Protection,Any damage done to Camerupt by attacks from your opponent's Pokémon that has δ on its card is reduced by 40 (after applying Weakness and Resistance).,Poké-Body,ex14-3
ex14-4,Peal of Thunder,"Once during your turn, when you play Charizard from your hand to evolve 1 of your Pokémon, you may look at the top 5 cards of your deck, choose as many Energy cards as you like, and attach them to 1 of your Pokémon. Discard the other cards.",Poké-Power,ex14-4
ex14-5,Sand Veil,Prevent all damage done to your Benched Pokémon by your opponent's attacks.,Poké-Body,ex14-5
ex14-6,Overzealous,"If your opponent has any Pokémon-ex in play, each of Ludicolo's attacks does 30 more damage to the Defending Pokémon.",Poké-Body,ex14-6
ex14-10,Excavate,"Once during your turn (before your attack), you may look at the top card of your deck. Put that card back on top of your deck, or discard that card. This power can't be used if Sableye is affected by a Special Condition.",Poké-Power,ex14-10
ex14-12,Crush Chance,"Once during your turn, when you put Tauros from your hand onto your Bench, you may discard a Stadium card in play.",Poké-Power,ex14-12
ex14-13,Fluffy Fur,"If Wigglytuff is your Active Pokémon and is damaged by an opponent's attack (even if Wigglytuff is Knocked Out), the Attacking Pokémon is now Asleep.",Poké-Body,ex14-13
ex14-14,Water Pressure,"As long as Blastoise's remaining HP is 40 or less, Blastoise does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body,ex14-14
ex14-15,Spike Storm,"Once during your turn (before your attack), if Cacturne is your Active Pokémon, you may put 1 damage counter on 1 of your opponent's Pokémon that already has any damage counters on it. This power can't be used if Cacturne is affected by a Special Condition.",Poké-Power,ex14-15
ex14-17,Cursed Glare,"As long as Dusclops is your Active Pokémon, your opponent can't attach any Special Energy cards (except for Darkness and Metal Energy cards) from his or her hand to his or her Active Pokémon.",Poké-Body,ex14-17
ex14-18,Delta Sign,"Once during your turn (before your attack), you may search your deck for a Pokémon that has δ on its card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. You can't use more than 1 Delta Sign Poké-Power each turn. This power can't be used if Fearow is affected by a Special Condition.",Poké-Power,ex14-18
ex14-20,Thick Fat,Any damage done to Grumpig by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).,Poké-Body,ex14-20
ex14-21,Hover Lift,"You pay Colorless less to retreat your Jigglypuff, Wigglytuff, Wigglytuff ex, and Igglybuff.",Poké-Body,ex14-21
ex14-21,Baby Evolution,"Once during your turn (before your attack), you may put Jigglypuff from your hand onto Igglybuff (this counts as evolving Igglybuff) and remove all damage counters from Igglybuff.",Poké-Power,ex14-21
ex14-25,Dual Armor,"As long as Medicham has any Psychic Energy cards attached to it, Medicham is both Psychic and Fighting type.",Poké-Body,ex14-25
ex14-26,Delta Transport,"Once during your turn (before your attack), if Pelipper is on your Bench, you may switch 1 of your Active Pokémon that has δ on its card with 1 of your Benched Pokémon.",Poké-Power,ex14-26
ex14-27,Echo Draw,"Once during your turn (before your attack), you may draw a card. This power can't be used if Swampert is affected by a Special Condition.",Poké-Power,ex14-27
ex14-28,Chlorophyll,All Energy cards that provide only Colorless Energy attached to your Grass Pokémon provide Grass Energy instead.,Poké-Body,ex14-28
ex14-55,Aqua Lift,"If Lotad has any Water Energy attached to it, the Retreat Cost for Lotad is 0.",Poké-Body,ex14-55
ex14-57,Submerge,"As long as Mudkip is on your Bench, prevent all damage done to Mudkip by attacks (both yours and your opponent's).",Poké-Body,ex14-57
ex14-64,Solid Shell,Any damage done to Squirtle by attacks is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ex14-64
ex14-89,Intimidating Armor,"As long as Aggron ex is your Active Pokémon, your opponent's Basic Pokémon can't attack or use any Poké-Powers or Poké-Bodies.",Poké-Body,ex14-89
ex14-91,Constrain,"Once during your turn (before your attack), you may use this power. Each player discards cards until that player has 6 cards in his or her hand. (You discard first.) This power can't be used if Delcatty ex is affected by a Special Condition.",Poké-Power,ex14-91
ex14-92,Extra Noise,"As long as Exploud ex is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon-ex between turns.",Poké-Body,ex14-92
