id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
neo3-15,Aerodactyl,[142],27,60,Fighting,,Mysterious Fossil,Grass,×2,Prehistoric Memory,"Whenever an Evolved Pokémon attacks (even if it's your opponent's), it can use any attack from its Basic Pokémon card or any Evolution card attached to it. It still has to pay for that attack's Energy cost. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-16,Celebi,[251],14,50,Grass,,,Fire,×2,,,
neo3-17,Entei,[244],24,60,Fire,,,Water,×2,Legendary Body,"As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. (This power works even if Entei is Asleep, Confused, or Paralyzed.)",Pokémon Power
neo3-18,Ho-oh,[250],44,90,Colorless,,,Water,×2,,,
neo3-19,Kingdra,[230],49,90,Water,,Seadra,,,,,
neo3-20,Lugia,[249],43,90,Psychic,,,Psychic,×2,,,
neo3-21,Raichu,[26],39,80,Lightning,,Pikachu,Fighting,×2,,,
neo3-22,Raikou,[243],26,60,Lightning,,,Fighting,×2,Legendary Body,"As long as Raikou is your Active Pokémon, Raikou and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Raikou. (This power works even if Raikou is Asleep, Confused, or Paralyzed.)",Pokémon Power
neo3-23,Skarmory,[227],29,60,Metal,,,Fire,×2,,,
neo3-24,Sneasel,[215],32,60,Darkness,,,,,,,
neo3-25,Starmie,[121],31,70,Psychic,,Staryu,Psychic,×2,,,
neo3-26,Sudowoodo,[185],27,60,Fighting,,,Water,×2,Mimic,"As long as Sudowoodo is your Active Pokémon, it copies all of the Defending Pokémon's attacks, including their costs. This power can't be used if Sudowoodo is Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-27,Suicune,[245],25,60,Water,,,Lightning,×2,Legendary Body,"As long as Suicune is your Active Pokémon, Suicune and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Suicune. (This power works even if Suicune is Asleep, Confused, or Paralyzed.)",Pokémon Power
neo3-28,Flaaffy,[180],32,70,Lightning,,Mareep,Fighting,×2,,,
neo3-29,Golbat,[42],27,60,Grass,,Zubat,Psychic,×2,,,
neo3-30,Graveler,[75],32,70,Fighting,,Geodude,Grass,×2,,,
neo3-31,Jynx,[124],20,60,Water,,,Psychic,×2,,,
neo3-32,Lanturn,[171],31,80,Lightning,,Chinchou,Fighting,×2,Submerge,"Once during your turn (before your attack), you may change Lanturn's type to Water until the end of your turn. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed. If Lanturn becomes Asleep, Confused, or Paralyzed after you have used this power, its type changes back to Lightning.",Pokémon Power
neo3-33,Magcargo,[219],48,80,Fire,,Slugma,Water,×2,Magma Pool,"If Magcargo is your Active Pokémon and moves to the Bench, remove 1 Fire Energy card attached to Magcargo, if any, and attach it to the new Active Pokémon. (You can't choose an Energy card that you used to pay the Retreat Cost.)",Pokémon Power
neo3-34,Octillery,[224],43,80,Water,,Remoraid,Lightning,×2,,,
neo3-35,Parasect,[47],30,60,Grass,,Paras,Fire,×2,Allergic Pollen,"As long as Parasect is in play, cards in any player's discard piles are not affected by attacks or Pokémon Powers. This power stops working if Parasect becomes Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-36,Piloswine,[221],41,90,Fighting,,Swinub,Grass,×2,,,
neo3-37,Seaking,[119],29,70,Water,,Goldeen,Lightning,×2,,,
neo3-38,Stantler,[234],27,60,Colorless,,,Fighting,×2,,,
neo3-39,Unown [B],[201],19,50,Psychic,,,Psychic,×2,[Bear],"Once during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon with Unown in its name to Unown [B]. This power can't be used if Unown [B] has 10 HP left. This power can be used even if Unown [B] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-40,Unown [Y],[201],12,40,Psychic,,,Psychic,×2,[Yield],"Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a Psychic Energy card and attach it to 1 of your Pokémon with Unown in its name. Shuffle your deck afterward. This power can be used even if Unown [Y] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-41,Aipom,[190],19,40,Colorless,,,Fighting,×2,,,
neo3-42,Chinchou,[170],13,50,Lightning,,,Fighting,×2,,,
neo3-43,Farfetch'd,[83],22,50,Colorless,,,Lightning,×2,,,
neo3-44,Geodude,[74],14,40,Fighting,,,Grass,×2,,,
neo3-45,Goldeen,[118],14,40,Water,,,Lightning,×2,,,
neo3-46,Murkrow,[198],21,40,Darkness,,,,,,,
neo3-47,Paras,[46],10,40,Grass,,,Fire,×2,,,
neo3-48,Quagsire,[195],35,70,Water,,Wooper,Grass,×2,,,
neo3-49,Qwilfish,[211],30,60,Water,,,Lightning,×2,,,
neo3-50,Remoraid,[223],15,40,Water,,,Lightning,×2,,,
neo3-51,Shuckle,[213],28,40,Fighting,,,Grass,×2,Hard Shell,"Whenever an attack (including your own) does 40 or less damage to Shuckle (after applying Weakness and Resistance), reduce that damage to 10. (Any other effects of attacks still happen.) This power stops working while Shuckle is Asleep, Confused, or Paralyzed.",Pokémon Power
neo3-52,Skiploom,[188],29,60,Grass,,Hoppip,Fire,×2,,,
neo3-53,Slugma,[218],27,50,Fire,,,Water,×2,,,
neo3-54,Smoochum,[238],6,30,Psychic,,Jynx,,,,,
neo3-55,Snubbull,[209],21,50,Colorless,,,Fighting,×2,,,
neo3-56,Staryu,[120],13,40,Water,,,Lightning,×2,,,
neo3-57,Swinub,[220],10,40,Fighting,,,Grass,×2,,,
neo3-58,Unown [K],[201],14,40,Psychic,,,Psychic,×2,[Keep],"Your opponent's attacks, Pokémon Powers, and Trainer cards can't discard Energy cards from your Pokémon with Unown in their names. (Any other effects still happen.)",Pokémon Power
neo3-59,Zubat,[41],13,40,Grass,,,Psychic,×2,,,
neo3-65,Shining Gyarados,[130],62,100,Water,,,Grass,×2,,,
neo3-66,Shining Magikarp,[129],11,30,Water,,,Lightning,×2,,,
neo4-1,Dark Ampharos,[181],36,70,Lightning,,Dark Flaaffy,Fighting,×2,Conductivity,"Whenever your opponent attaches an Energy card from his or her hand to a Pokémon, this power does 10 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working if you have more than 1 Dark Ampharos in play or while Dark Ampharos is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-2,Dark Crobat,[169],39,70,Grass,,Dark Golbat,Psychic,×2,Surprise Bite,"When you play Dark Crobat from your hand, you may choose 1 of your opponent's Pokémon. This power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.)",Pokémon Power
neo4-3,Dark Donphan,[232],29,60,Fighting,,Phanpy,Grass,×2,,,
neo4-4,Dark Espeon,[196],32,60,Psychic,,Eevee,Psychic,×2,,,
neo4-5,Dark Feraligatr,[160],44,80,Water,,Dark Croconaw,Grass,×2,Scare,"As long as Dark Feraligatr is your Active Pokémon, all of your opponent's Baby Pokémon Powers stop working and your opponent's Baby Pokémon can't attack. This power stops working while Dark Feraligatr is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-6,Dark Gengar,[94],32,70,Psychic,,Dark Haunter,,,Deep Sleep,"As long as any Dark Gengar are in play, a player flips 2 coins for each of his or her Pokémon that is Asleep at the end of each turn. If either of them is tails, that Pokémon is still Asleep. This power stops working if Dark Gengar is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-7,Dark Houndoom,[229],32,60,Fire,,Houndour,Water,×2,,,
neo4-8,Dark Porygon2,[233],34,60,Colorless,,Porygon,Fighting,×2,Spatial Distortion,"Once during your turn (before your attack), you may flip a coin. If heads, choose a Stadium card from your discard pile and put it into play. (If there's already a Stadium card in play, discard it.) This power can't be used if Dark Porygon2 is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-9,Dark Scizor,[212],35,70,Metal,,Scyther,Fire,×2,,,
neo4-10,Dark Typhlosion,[157],43,80,Fire,,Dark Quilava,Water,×2,,,
neo4-11,Dark Tyranitar,[248],47,90,Fighting,,Dark Pupitar,Grass,×2,,,
neo4-12,Light Arcanine,[59],47,100,Fire,,Growlithe,Water,×2,Drive Off,"As long as Light Arcanine is your Active Pokémon, once during your turn (before your attack), if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power can't be used while Light Arcanine is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-13,Light Azumarill,[184],37,80,Water,,Marill,Lightning,×2,,,
neo4-14,Light Dragonite,[149],47,100,Colorless,,Light Dragonair,,,Miraculous Wind,"As long as Light Dragonite is your Active Pokémon, each Special Energy card provides Colorless Energy instead of its usual type and its other effects stop working. This power stops working while Light Dragonite is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-15,Light Togetic,[176],32,60,Colorless,,Togepi,,,Gift,"When you play Light Togetic from your hand, your opponent may search his or her deck for a Pokémon Tool card, show that card to you, and put it into his or her hand. Either way, you may do the same, and then each player who searched shuffles his or her deck.",Pokémon Power
neo4-17,Dark Ariados,[168],28,60,Grass,,Spinarak,Fire,×2,,,
neo4-18,Dark Magcargo,[219],36,60,Fire,,Slugma,Water,×2,Hot Plate,"As long as Dark Magcargo is your Active Pokémon, whenever a player puts a Baby Pokémon or Basic Pokémon onto his or her Bench from his or her hand, this power does 10 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working if Dark Magcargo is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-19,Dark Omastar,[139],33,70,Water,,Dark Omanyte,Grass,×2,,,
neo4-20,Dark Slowking,[199],27,60,Psychic,,Slowpoke,Psychic,×2,Cunning,"Once during your turn (before your attack), you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-21,Dark Ursaring,[217],28,60,Colorless,,Teddiursa,Fighting,×2,,,
neo4-22,Light Dragonair,[148],35,80,Colorless,,Dratini,,,,,
neo4-23,Light Lanturn,[171],33,80,Lightning,,Chinchou,Fighting,×2,,,
neo4-24,Light Ledian,[166],37,70,Grass,,Ledyba,Fire,×2,,,
neo4-25,Light Machamp,[68],65,100,Fighting,,Light Machoke,Psychic,×2,Tag Team,"When you play Light Machamp from your hand, if it is on your Bench, remove 3 damage counters from your Active Pokémon. If it has fewer damage counters than that, remove all of them. Then, switch Light Machamp with your Active Pokémon.",Pokémon Power
neo4-26,Light Piloswine,[221],43,90,Water,,Swinub,Grass,×2,Fluffy Wool,"During your opponent's turn, if Light Piloswine is your Active Pokémon and is damaged by your opponent's attack (even if it's Knocked Out), flip a coin. If heads, the attacking Pokémon is now Asleep. This power stops working if Light Piloswine is already Asleep, Confused, or Paralyzed when your opponent attacks.",Pokémon Power
neo4-27,Unown [G],[201],16,40,Psychic,,,Psychic,×2,[Give],"Once during your turn (before your attack), if you have Unown [G], Unown [I], Unown [V], and Unown [E] on your Bench, you may flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",Pokémon Power
neo4-28,Unown [H],[201],16,40,Psychic,,,Psychic,×2,[Help],"Once during your turn (before your attack), if you have Unown [H], Unown [E], Unown [L], and Unown [P] on your Bench, you may shuffle your hand into your deck, then draw a new hand of the same number of cards.",Pokémon Power
neo4-29,Unown [W],[201],16,40,Psychic,,,Psychic,×2,[Want],"Once during your turn (before your attack), if you have Unown [W], Unown [A], Unown [N], and Unown [T] on your Bench, you may flip a coin. If heads, put a Trainer card from your discard pile into your hand.",Pokémon Power
neo4-30,Unown [X],[201],22,50,Psychic,,,Psychic,×2,[XXXXX],"Whenever 1 of your Pokémon with Unown in its name uses its Hidden Power attack, flip a coin until you get tails. That attack does 10 more damage for each heads. If you have more than 1 Unown [X] in play, use only 1 [XXXXX] each turn.",Pokémon Power
neo4-31,Chansey,[113],38,90,Colorless,,,Fighting,×2,,,
neo4-32,Dark Croconaw,[159],28,60,Water,,Totodile,Grass,×2,,,
neo4-33,Dark Exeggutor,[103],25,60,Psychic,,Exeggcute,Psychic,×2,,,
neo4-34,Dark Flaaffy,[180],25,60,Lightning,,Mareep,Fighting,×2,,,
neo4-35,Dark Forretress,[205],30,60,Grass,,Pineco,Fire,×2,,,
neo4-36,Dark Haunter,[93],18,50,Psychic,,Gastly,,,,,
neo4-37,Dark Omanyte,[138],18,40,Water,,Mysterious Fossil,Grass,×2,,,
neo4-38,Dark Pupitar,[247],26,60,Fighting,,Larvitar,Grass,×2,,,
neo4-39,Dark Quilava,[156],27,60,Fire,,Cyndaquil,Water,×2,,,
neo4-40,Dark Wigglytuff,[40],24,60,Colorless,,Jigglypuff,Fighting,×2,,,
neo4-41,Heracross,[214],27,60,Grass,,,Fire,×2,,,
neo4-42,Hitmonlee,[106],31,60,Fighting,,,Psychic,×2,,,
neo4-43,Houndour,[228],16,40,Darkness,,,,,,,
neo4-44,Jigglypuff,[39],11,50,Colorless,,,Fighting,×2,,,
neo4-45,Light Dewgong,[87],40,80,Water,,Seel,Lightning,×2,,,
neo4-46,Light Flareon,[136],37,80,Fire,,Eevee,Water,×2,,,
neo4-47,Light Golduck,[55],36,80,Water,,Psyduck,Lightning,×2,,,
neo4-48,Light Jolteon,[135],31,70,Lightning,,Eevee,Fighting,×2,,,
neo4-49,Light Machoke,[67],37,80,Fighting,,Machop,Psychic,×2,,,
neo4-50,Light Ninetales,[38],39,90,Fire,,Vulpix,Water,×2,,,
neo4-51,Light Slowbro,[80],33,80,Psychic,,Slowpoke,Psychic,×2,,,
neo4-52,Light Vaporeon,[134],41,80,Water,,Eevee,Lightning,×2,,,
neo4-53,Light Venomoth,[49],36,80,Grass,,Venonat,Fire,×2,,,
neo4-54,Light Wigglytuff,[40],33,80,Colorless,,Jigglypuff,Fighting,×2,,,
neo4-55,Scyther,[123],21,60,Grass,,,Fire,×2,,,
neo4-56,Togepi,[175],13,40,Colorless,,,,,,,
neo4-57,Unown [C],[201],11,40,Psychic,,,Psychic,×2,[Chase],"As long as Unown [C] is your Active Pokémon, whenever your opponent's Active Pokémon tries to retreat, flip a coin. If heads, put 1 damage counter on that Pokémon. Apply Weakness and Resistance.",Pokémon Power
neo4-58,Unown [P],[201],13,40,Psychic,,,Psychic,×2,[Perform],"If an attack damaged Unown [P] during your opponent's last turn and Unown [P] was your Active Pokémon, Unown [P]'s Hidden Power attack does that much more damage to the Defending Pokémon. This power can be used even if Unown [P] is Confused.",Pokémon Power
neo4-59,Unown [Q],[201],12,40,Psychic,,,Psychic,×2,[Quicken],"Once during your turn (before your attack), you may flip a coin. If heads, prevent all effects of attacks, including damage, done to any of your Pokémon with Unown in its name during your opponent's next turn. If you have more than 1 Unown [Q] in play, use only 1 [Quicken] each turn. This power can be used even if Unown [Q] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-60,Unown [Z],[201],9,40,Psychic,,,Psychic,×2,[Zoom],"As long as Unown [Z] is Benched, you pay no Energy cost to retreat a Pokémon with Unown in its name.",Pokémon Power
neo4-61,Cyndaquil,[155],15,40,Fire,,,Water,×2,,,
neo4-62,Dark Octillery,[224],30,60,Water,,Remoraid,Lightning,×2,,,
neo4-63,Dratini,[147],14,40,Colorless,,,,,,,
neo4-64,Exeggcute,[102],12,40,Psychic,,,Psychic,×2,,,
neo4-65,Gastly,[92],12,40,Psychic,,,,,,,
neo4-66,Girafarig,[203],29,60,Colorless,,,,,,,
neo4-67,Gligar,[207],26,50,Fighting,,,Grass,×2,,,
neo4-68,Growlithe,[58],14,50,Fire,,,Water,×2,,,
neo4-69,Hitmonchan,[107],31,60,Fighting,,,Psychic,×2,,,
neo4-70,Larvitar,[246],12,40,Fighting,,,Grass,×2,,,
neo4-71,Ledyba,[165],18,40,Grass,,,Fire,×2,,,
neo4-72,Light Sunflora,[192],42,80,Grass,,Sunkern,Fire,×2,,,
neo4-73,Machop,[66],16,40,Fighting,,,Psychic,×2,,,
neo4-74,Mantine,[226],33,60,Water,,,Lightning,×2,,,
neo4-75,Mareep,[179],16,50,Lightning,,,Fighting,×2,,,
neo4-76,Phanpy,[231],14,40,Fighting,,,Grass,×2,,,
neo4-77,Pineco,[204],13,40,Grass,,,Fire,×2,,,
neo4-78,Porygon,[137],24,50,Colorless,,,Fighting,×2,,,
neo4-79,Psyduck,[54],14,50,Water,,,Lightning,×2,,,
neo4-80,Remoraid,[223],16,40,Water,,,Lightning,×2,,,
neo4-81,Seel,[86],11,50,Water,,,Lightning,×2,,,
neo4-82,Slugma,[218],28,50,Fire,,,Water,×2,,,
neo4-83,Sunkern,[191],14,40,Grass,,,Fire,×2,,,
neo4-84,Swinub,[220],13,50,Water,,,Grass,×2,,,
neo4-85,Totodile,[158],18,50,Water,,,Grass,×2,,,
neo4-86,Unown [L],[201],19,50,Psychic,,,Psychic,×2,[Laugh],"Once during your turn (before your attack), you may flip a coin. If heads, each player shuffles his or her deck. This power can be used even if Unown [L] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-87,Unown [S],[201],19,50,Psychic,,,Psychic,×2,[Search],"Once during your turn (before your attack), you may look at 1 of your Prize cards. Return that Prize card face down. This power can be used even if Unown [S] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-88,Unown [T],[201],12,40,Psychic,,,Psychic,×2,[Tell],"Once during your turn (before your attack), you may flip a coin. If heads, look at your opponent's hand and show your hand to your opponent. This power can be used even if Unown [T] is Asleep, Confused, or Paralyzed.",Pokémon Power
neo4-89,Unown [V],[201],10,40,Psychic,,,Psychic,×2,[Vanish],"When you play Unown [V] from your hand, you may flip a coin. If heads, return 1 of your Pokémon with Unown in its name (other than Unown [V]) to your hand. (Discard all cards attached to that card.)",Pokémon Power
neo4-90,Venonat,[48],11,40,Grass,,,Fire,×2,,,
neo4-91,Vulpix,[37],15,50,Fire,,,Water,×2,,,
neo4-106,Shining Celebi,[251],18,50,Grass,,,Fire,×2,,,
neo4-107,Shining Charizard,[6],61,100,Fire,,,Water,×2,,,
neo4-108,Shining Kabutops,[141],40,80,Fighting,,,Grass,×2,,,
neo4-109,Shining Mewtwo,[150],63,70,Psychic,,,Psychic,×2,,,
neo4-110,Shining Noctowl,[164],24,60,Colorless,,,Lightning,×2,,,
neo4-111,Shining Raichu,[26],30,70,Lightning,,,Fighting,×2,,,
neo4-112,Shining Steelix,[208],51,90,Metal,,,Fire,×2,,,
neo4-113,Shining Tyranitar,[248],41,80,Darkness,,,,,,,
np-1,Kyogre ex,[382],,120,Water,,,Lightning,×2,,,
np-2,Groudon ex,[383],,120,Fighting,,,Grass,×2,,,
np-3,Treecko,[252],,40,Grass,,,Fire,×2,,,
np-4,Grovyle,[253],,70,Grass,,Treecko,Fire,×2,,,
np-5,Mudkip,[258],,50,Water,,,Lightning,×2,,,
np-6,Torchic,[255],,40,Fire,,,Water,×2,,,
np-7,Treecko,[252],,40,Grass,,,Fire,×2,,,
np-8,Torchic,[255],,40,Fire,,,Water,×2,,,
np-9,Combusken,[256],,70,Fire,,Torchic,Water,×2,,,
np-10,Mudkip,[258],,50,Water,,,Lightning,×2,,,
np-11,Marshtomp,[259],,70,Water,,Mudkip,Lightning,×2,,,
np-12,Pikachu,[25],,50,Lightning,,,Fighting,×2,,,
np-13,Meowth,[52],,50,Colorless,,,Fighting,×2,,,
np-14,Latias,[380],,70,Colorless,,,Psychic,×2,,,
np-15,Latios,[381],,80,Colorless,,,Psychic,×2,,,
np-16,Treecko,[252],,40,Grass,,,Fire,×2,,,
np-17,Torchic,[255],,50,Fire,,,Water,×2,,,
np-18,Mudkip,[258],,50,Water,,,Lightning,×2,,,
np-19,Whismur,[293],,50,Colorless,,,Fighting,×2,,,
np-20,Ludicolo,[272],,90,Water,,Lombre,Lightning,×2,Rain Dish,"At any time between turns, remove 1 damage counter from Ludicolo.",Poké-Body
np-21,Jirachi,[385],,50,Psychic,,,Psychic,×2,,,
np-22,Beldum,[374],,50,Metal,,,Fire,×2,Magnetic Call,"Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a Metal Basic Pokémon and put it onto your Bench. Shuffle your deck afterward. This power can't be used if Beldum is affected by a Special Condition.",Poké-Power
np-23,Metang,[375],,80,Metal,,Beldum,Fire,×2,,,
np-24,Chimecho,[358],,70,Psychic,,,Psychic,×2,,,
np-25,Flygon,[330],,120,Colorless,,Vibrava,Colorless,×2,,,
np-29,Celebi,[251],,50,Grass,,,Fire,×2,,,
np-30,Suicune,[245],,70,Water,,,Lightning,×2,Pure Body,"Whenever you attach a Water Energy card from your hand to Suicune, discard an Energy card attached to Suicune. (You can't attach a Water Energy card from your hand if Suicune has no Energy cards attached.)",Poké-Body
np-31,Moltres ex,[146],,100,Fire,,,Water,×2,Synchronized Lift,"As long as you have Articuno ex and Zapdos ex in play, the Retreat Cost for Moltres ex is 0.",Poké-Body
np-32,Articuno ex,[144],,100,Water,,,Metal,×2,Synchronized Lift,"As long as you have Zapdos ex and Moltres ex in play, the Retreat Cost for Articuno ex is 0.",Poké-Body
np-33,Zapdos ex,[145],,100,Lightning,,,Lightning,×2,Synchronized Lift,"As long as you have Articuno ex and Moltres ex in play, the Retreat Cost for Zapdos ex is 0.",Poké-Body
np-34,Typhlosion,[157],,110,Fire,,Quilava,Water,×2,Burning Aura,"As long as Typhlosion is your Active Pokémon, put 1 damage counter on each Active Pokémon (both yours and your opponent's) between turns.",Poké-Body
np-35,Pikachu δ,[25],,40,Metal,,,Fighting,×2,,,
np-37,Kyogre ex,[382],,100,Water,,,Lightning,×2,Frenzy,"As long as your opponent has Groudon, Groudon ex, Rayquaza, or Rayquaza ex in play. Kyogre ex's attacks do 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body
np-38,Groudon ex,[383],,100,Fighting,,,Water,×2,Frenzy,"As long as your opponent has Kyogre, Kyogre ex, Rayquaza, or Rayquaza ex in play, Groudon ex's attacks do 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body
np-39,Rayquaza ex,[384],,100,Colorless,,,Colorless,×2,Frenzy,"As long as your opponent has Kyogre, Kyogre ex, Groudon, or Groudon ex in play, Rayquaza ex's attacks do 40 damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body
np-40,Mew,[151],,50,Psychic,,,Psychic,×2,,,
pgo-1,Bulbasaur,[1],,70,Grass,,,Fire,×2,,,
pgo-2,Ivysaur,[2],,100,Grass,,Bulbasaur,Fire,×2,,,
pgo-3,Venusaur,[3],,180,Grass,,Ivysaur,Fire,×2,Loopy Lasso,"Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon, and the new Active Pokémon is now Asleep and Poisoned.",Ability
pgo-4,Radiant Venusaur,[3],,150,Grass,,,Fire,×2,Sunny Bloom,"Once at the end of your turn (after your attack), you may use this Ability. Draw cards until you have 4 cards in your hand.",Ability
pgo-5,Alolan Exeggutor V,[103],,240,Grass,,,Fire,×2,,,
pgo-6,Spinarak,[167],,60,Grass,,,Fire,×2,,,
pgo-7,Ariados,[168],,110,Grass,,Spinarak,Fire,×2,,,
pgo-8,Charmander,[4],,60,Fire,,,Water,×2,,,
pgo-9,Charmeleon,[5],,90,Fire,,Charmander,Water,×2,,,
pgo-10,Charizard,[6],,170,Fire,,Charmeleon,Water,×2,Burn Brightly,Each basic Fire Energy attached to your Pokémon provides FireFire Energy. You can't apply more than 1 Burn Brightly Ability at a time.,Ability
pgo-11,Radiant Charizard,[6],,160,Fire,,,Water,×2,Excited Heart,This Pokémon's attacks cost Colorless less for each Prize card your opponent has taken.,Ability
pgo-12,Moltres,[146],,120,Fire,,,Water,×2,Flare Symbol,"Your Basic Fire Pokémon's attacks, except any Moltres, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability
pgo-13,Numel,[322],,80,Fire,,,Water,×2,,,
pgo-14,Camerupt,[323],,140,Fire,,Numel,Water,×2,,,
pgo-15,Squirtle,[7],,70,Water,,,Lightning,×2,,,
pgo-16,Wartortle,[8],,90,Water,,Squirtle,Lightning,×2,,,
pgo-17,Blastoise,[9],,170,Water,,Wartortle,Lightning,×2,Vitality Spring,"Once during your turn, you may search your deck for up to 6 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. If you use this Ability, your turn ends.",Ability
pgo-18,Radiant Blastoise,[9],,150,Water,,,Lightning,×2,Pump Shot,"You must discard a Water Energy card from your hand in order to use this Ability. Once during your turn, you may put 2 damage counters on 1 of your opponent's Benched Pokémon.",Ability
pgo-19,Slowpoke,[79],,70,Water,,,Lightning,×2,,,
pgo-20,Slowbro,[80],,120,Water,,Slowpoke,Lightning,×2,,,
pgo-21,Magikarp,[129],,30,Water,,,Lightning,×2,,,
pgo-22,Gyarados,[130],,170,Water,,Magikarp,Lightning,×2,,,
pgo-23,Lapras,[131],,120,Water,,,Lightning,×2,,,
pgo-24,Articuno,[144],,120,Water,,,Metal,×2,Ice Symbol,"Your Basic Water Pokémon's attacks, except any Articuno, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability
pgo-25,Wimpod,[767],,70,Water,,,Lightning,×2,Punk Out,"If your opponent has any Pokémon V in play, this Pokémon has no Retreat Cost.",Ability
pgo-26,Golisopod,[768],,130,Water,,Wimpod,Lightning,×2,,,
pgo-27,Pikachu,[25],,60,Lightning,,,Fighting,×2,,,
pgo-28,Pikachu,[25],,70,Lightning,,,Fighting,×2,,,
pgo-29,Zapdos,[145],,120,Lightning,,,Fighting,×2,Lightning Symbol,"Your Basic Lightning Pokémon's attacks, except any Zapdos, do 10 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability
pgo-30,Mewtwo V,[150],,220,Psychic,,,Darkness,×2,,,
pgo-31,Mewtwo VSTAR,[150],,280,Psychic,,Mewtwo V,Darkness,×2,,,
pgo-32,Natu,[177],,50,Psychic,,,Darkness,×2,,,
pgo-33,Xatu,[178],,110,Psychic,,Natu,Darkness,×2,,,
pgo-34,Lunatone,[337],,90,Psychic,,,Darkness,×2,,,
pgo-35,Sylveon,[700],,120,Psychic,,Eevee,Metal,×2,,,
pgo-36,Onix,[95],,120,Fighting,,,Grass,×2,,,
pgo-37,Larvitar,[246],,60,Fighting,,,Grass,×2,,,
pgo-38,Pupitar,[247],,90,Fighting,,Larvitar,Grass,×2,,,
pgo-39,Solrock,[338],,90,Fighting,,,Grass,×2,Sun Energy,"Once during your turn, you may attach a Psychic Energy card from your discard pile to 1 of your Lunatone.",Ability
pgo-40,Conkeldurr V,[534],,230,Fighting,,,Psychic,×2,,,
pgo-41,Alolan Rattata,[19],,40,Darkness,,,Grass,×2,,,
pgo-42,Alolan Raticate,[20],,120,Darkness,,Alolan Rattata,Grass,×2,,,
pgo-43,Tyranitar,[248],,180,Darkness,,Pupitar,Grass,×2,,,
pgo-44,Steelix,[208],,180,Metal,,Onix,Fire,×2,,,
pgo-45,Meltan,[808],,70,Metal,,,Fire,×2,,,
pgo-46,Melmetal,[809],,160,Metal,,Meltan,Fire,×2,,,
pgo-47,Melmetal V,[809],,220,Metal,,,Fire,×2,,,
pgo-48,Melmetal VMAX,[809],,330,Metal,,Melmetal V,Fire,×2,,,
pgo-49,Dragonite V,[149],,230,Dragon,,,,,,,
pgo-50,Dragonite VSTAR,[149],,280,Dragon,,Dragonite V,,,,,
pgo-51,Chansey,[113],,130,Colorless,,,Fighting,×2,,,
pgo-52,Blissey,[242],,200,Colorless,,Chansey,Fighting,×2,,,
