pokemon,attack_name,type,count
sv1-131,Toxic Ripper,Colorless,2
sv1-132,Scratch,Colorless,1
sv1-132,Pierce,Darkness,1
sv1-132,Pierce,Colorless,1
sv1-133,Dark Cutter,Darkness,1
sv1-133,Double-Edged Slash,Darkness,1
sv1-133,Double-Edged Slash,Colorless,1
sv1-134,Hack At,Darkness,1
sv1-134,Hack At,Colorless,2
sv1-135,Rear Kick,Darkness,1
sv1-135,Darkness Fang,Darkness,1
sv1-135,Darkness Fang,Colorless,1
sv1-136,Crunch,Darkness,2
sv1-137,Wild Tackle,Darkness,2
sv1-137,Wild Tackle,Colorless,1
sv1-138,Knickknack Carrying,Colorless,1
sv1-138,Clutch,Darkness,1
sv1-138,Clutch,Colorless,1
sv1-139,Continuous Spin,Metal,1
sv1-139,Rolling Shell,Metal,1
sv1-139,Rolling Shell,Colorless,2
sv1-140,Poison Gas,Colorless,1
sv1-141,Hammer In,Metal,1
sv1-141,Hammer In,Colorless,2
sv1-142,Knock Away,Metal,1
sv1-142,Knock Away,Colorless,3
sv1-143,Triple Laser,Colorless,3
sv1-143,Cybernetic Wheels,Metal,3
sv1-143,Cybernetic Wheels,Colorless,1
sv1-144,Pound,Colorless,2
sv1-144,Egg Rolling,Colorless,3
sv1-145,Happy Cyclone,Colorless,3
sv1-146,Slash,Colorless,1
sv1-147,Drag Off,Colorless,2
sv1-147,Slashing Claw,Colorless,3
sv1-148,Flap,Colorless,1
sv1-149,Wing Attack,Colorless,2
sv1-149,Speed Dive,Colorless,3
sv1-150,Tailspin Away,Colorless,2
sv1-150,Power Blast,Colorless,3
sv1-151,Bite,Colorless,2
sv1-152,Bite,Colorless,2
sv1-152,Enhanced Fang,Colorless,3
sv1-153,Expert Nurturer,Colorless,1
sv1-153,Hypnoblast,Colorless,2
sv1-154,Repelling Odor,Colorless,1
sv1-154,Stampede,Colorless,2
sv1-155,Collect,Colorless,1
sv1-155,Tackle,Colorless,3
sv1-156,Whimsy Tackle,Colorless,3
sv1-157,Ram,Colorless,2
sv1-157,Leg Stomp,Colorless,3
sv1-158,Maddening Scent,Colorless,1
sv1-158,Heavy Stomp,Colorless,3
sv1-159,Gnaw,Colorless,1
sv1-160,Double Hit,Colorless,2
sv1-161,Slap,Colorless,1
sv1-161,Family Attack,Colorless,2
sv1-162,Call for Family,Colorless,1
sv1-162,Fly,Colorless,2
sv1-163,Reckless Charge,Colorless,2
sv1-164,Touring,Colorless,1
sv1-164,Speed Attack,Colorless,3
sv1-165,Flap,Colorless,1
sv1-165,Nosedive,Colorless,3
sv1-199,String Shot,Grass,1
sv1-199,String Shot,Colorless,1
sv1-200,Slap,Colorless,1
sv1-200,Apply Oil,Grass,1
sv1-200,Apply Oil,Colorless,1
sv1-201,Furious Kicks,Grass,1
sv1-202,Hot Bite,Colorless,1
sv1-202,Super Spicy Breath,Grass,1
sv1-202,Super Spicy Breath,Colorless,2
sv1-203,Flame Cannon,Fire,2
sv1-203,Flame Cannon,Colorless,1
sv1-204,Rest,Colorless,1
sv1-204,Headbutt,Water,1
sv1-204,Headbutt,Colorless,1
sv1-205,Vise Grip,Water,1
sv1-206,Twisting Strike,Water,1
sv1-207,Release Rage,Colorless,2
sv1-207,Heavy Splash,Water,2
sv1-207,Heavy Splash,Colorless,2
sv1-208,Everyone Discharge,Lightning,1
sv1-208,Everyone Discharge,Colorless,1
sv1-209,Electro Paws,Lightning,2
sv1-209,Electro Paws,Colorless,1
sv1-210,Forced Sleep,Psychic,1
sv1-210,Gentle Slap,Psychic,1
sv1-210,Gentle Slap,Colorless,2
sv1-211,Psyshot,Psychic,1
sv1-211,Psyshot,Colorless,1
sv1-212,Magical Shot,Psychic,1
sv1-212,Magical Shot,Colorless,1
sv1-212,Psychic,Psychic,2
sv1-212,Psychic,Colorless,1
sv1-213,Springy,Psychic,1
sv1-213,Flop,Psychic,1
sv1-213,Flop,Colorless,2
sv1-214,Graveyard Gamboling,Psychic,1
sv1-215,Punch,Fighting,1
sv1-215,Reckless Charge,Fighting,1
sv1-215,Reckless Charge,Colorless,1
sv1-216,Gnaw,Fighting,1
sv1-216,Ram,Fighting,2
sv1-217,Vise Grip,Fighting,2
sv1-217,Adrenaline Hammer,Fighting,3
sv1-218,Wild Tackle,Darkness,2
sv1-218,Wild Tackle,Colorless,1
sv1-219,Knickknack Carrying,Colorless,1
sv1-219,Clutch,Darkness,1
sv1-219,Clutch,Colorless,1
sv1-220,Hack At,Darkness,1
sv1-220,Hack At,Colorless,2
sv1-221,Flap,Colorless,1
sv1-222,Bite,Colorless,2
sv1-223,Wire Hang,Grass,1
sv1-223,Wire Hang,Colorless,1
sv1-224,Raging Claws,Fire,2
sv1-224,Bright Flame,Fire,3
sv1-225,Waterfall,Water,3
sv1-225,Tyrannical Tail,Water,3
sv1-225,Tyrannical Tail,Colorless,2
sv1-226,Energy Crush,Lightning,1
sv1-226,Pulse Launcher,Lightning,2
sv1-227,Photon Blaster,Lightning,2
sv1-227,Photon Blaster,Colorless,1
sv1-228,Miracle Force,Psychic,2
sv1-228,Miracle Force,Colorless,1
sv1-229,Everlasting Darkness,Psychic,1
sv1-229,Poltergeist,Psychic,1
sv1-229,Poltergeist,Colorless,1
sv1-230,Bedrock Breaker,Fighting,1
sv1-230,Gigantic Tusks,Fighting,3
sv1-231,Wild Impact,Fighting,2
sv1-231,Wild Impact,Colorless,1
sv1-232,Nasty Plot,Darkness,1
sv1-232,Toxic Ripper,Darkness,1
sv1-232,Toxic Ripper,Colorless,2
sv1-233,Triple Laser,Colorless,3
sv1-233,Cybernetic Wheels,Metal,3
sv1-233,Cybernetic Wheels,Colorless,1
sv1-234,Maddening Scent,Colorless,1
sv1-234,Heavy Stomp,Colorless,3
sv1-243,Wire Hang,Grass,1
sv1-243,Wire Hang,Colorless,1
sv1-244,Photon Blaster,Lightning,2
sv1-244,Photon Blaster,Colorless,1
sv1-245,Miracle Force,Psychic,2
sv1-245,Miracle Force,Colorless,1
sv1-246,Bedrock Breaker,Fighting,1
sv1-246,Gigantic Tusks,Fighting,3
sv1-247,Wild Impact,Fighting,2
sv1-247,Wild Impact,Colorless,1
sv1-248,Triple Laser,Colorless,3
sv1-248,Cybernetic Wheels,Metal,3
sv1-248,Cybernetic Wheels,Colorless,1
sv1-253,Photon Blaster,Lightning,2
sv1-253,Photon Blaster,Colorless,1
sv1-254,Wild Impact,Fighting,2
sv1-254,Wild Impact,Colorless,1
sv2-1,Splashing Dodge,Grass,1
sv2-2,Flowery Zephyr,Grass,1
sv2-3,Fluffy Breeze,Grass,1
sv2-4,Rollout,Grass,2
sv2-5,Guard Press,Grass,2
sv2-6,Tackle,Grass,2
sv2-6,Smashing Horn,Grass,3
sv2-7,Leaf Drain,Grass,1
sv2-7,Tropic Breeze,Grass,2
sv2-7,Tropic Breeze,Colorless,1
sv2-8,Double Spin,Colorless,1
sv2-9,Double Stab,Colorless,1
sv2-9,Order a Raid,Grass,1
sv2-10,Corkscrew Punch,Grass,1
sv2-10,Corkscrew Punch,Colorless,1
sv2-11,Magnum Punch,Grass,2
sv2-11,Magnum Punch,Colorless,1
sv2-12,Gather Sunlight,Grass,1
sv2-12,Seed Bomb,Grass,1
sv2-13,Dig Claws,Colorless,2
sv2-14,Seed Bomb,Grass,1
sv2-14,Magic Whip,Colorless,2
sv2-15,Scratching Nails,Colorless,2
sv2-16,Bind Down,Grass,1
sv2-17,Hook,Grass,2
sv2-18,Entangling Trap,Grass,2
sv2-18,Hammer In,Grass,3
sv2-19,Slight Splash,Colorless,1
sv2-19,Bug Bite,Grass,1
sv2-20,Wild Kick,Grass,1
sv2-21,Assaulting Kick,Grass,1
sv2-21,Speed Attack,Grass,1
sv2-21,Speed Attack,Colorless,1
sv2-22,Ride the Wind,Colorless,1
sv2-23,Blot,Grass,1
sv2-24,Absorb Life,Grass,1
sv2-24,Dead Wood Detention,Colorless,3
sv2-25,Bug Bite,Colorless,1
sv2-26,Ball Roll,Colorless,2
sv2-27,Covetous Ivy,Grass,2
sv2-27,Covetous Ivy,Colorless,1
sv2-27,Forest Blast,Grass,3
sv2-27,Forest Blast,Colorless,1
sv2-28,Raging Horns,Colorless,2
sv2-28,Blaze Dash,Fire,2
sv2-28,Blaze Dash,Colorless,1
sv2-29,Heat Dive,Fire,1
sv2-30,Clutch,Fire,1
sv2-30,Fiery Breeze,Fire,1
sv2-31,Blazing Destruction,Colorless,1
sv2-31,Live Coal,Fire,1
sv2-32,Singe,Fire,1
sv2-32,Overrun,Colorless,2
sv2-33,Flap,Fire,1
sv2-33,Flap,Colorless,1
sv2-34,Tackle,Fire,1
sv2-35,Spacing Out,Colorless,1
sv2-35,Flare,Fire,1
sv2-35,Flare,Colorless,1
sv2-36,Steady Firebreathing,Fire,1
sv2-36,Hyper Voice,Fire,2
sv2-37,Vitality Song,Fire,1
sv2-37,Burning Voice,Fire,2
sv2-38,Kick,Colorless,2
sv2-39,Live Coal,Colorless,1
sv2-39,Magnum Punch,Colorless,3
sv2-40,Jealously Singe,Fire,1
sv2-40,Flame Surge,Fire,2
sv2-41,Raging Horns,Colorless,2
sv2-41,Aqua Dive,Water,1
sv2-41,Aqua Dive,Colorless,2
sv2-42,Expert Splasher,Water,1
sv2-43,Revengeful Storm,Water,1
sv2-43,Revengeful Storm,Colorless,2
sv2-43,Berserker Tackle,Water,2
sv2-43,Berserker Tackle,Colorless,2
sv2-44,Bubble Drain,Water,1
sv2-44,Bubble Drain,Colorless,1
sv2-45,Bubble Drain,Water,1
sv2-45,Bubble Drain,Colorless,1
sv2-45,Slam,Water,1
sv2-45,Slam,Colorless,2
sv2-46,Double Draw,Colorless,1
sv2-46,Ice Wing,Water,1
sv2-46,Ice Wing,Colorless,1
sv2-47,Matching,Colorless,1
sv2-47,Water Pulse,Water,1
sv2-48,Headbutt,Water,1
sv2-48,Frigid Block,Water,3
sv2-49,Apply Gel,Water,1
sv2-49,Apply Gel,Colorless,1
sv2-50,Reckless Charge,Water,1
sv2-51,Water Gun,Water,1
sv2-51,Wave Splash,Water,1
sv2-51,Wave Splash,Colorless,1
sv2-52,Exciting Dance,Water,1
sv2-52,Spiral Shot,Water,1
sv2-52,Spiral Shot,Colorless,1
sv2-53,Avalanche,Water,1
sv2-53,Avalanche,Colorless,1
sv2-54,Rest,Colorless,1
sv2-54,Double-Edge,Water,1
sv2-54,Double-Edge,Colorless,1
sv2-55,Icicle Missile,Water,1
sv2-55,Icicle Missile,Colorless,1
sv2-55,Special Horn,Water,2
sv2-55,Special Horn,Colorless,1
sv2-56,Ram,Water,1
sv2-56,Slim Screw,Water,1
sv2-56,Slim Screw,Colorless,3
sv2-57,Tackle,Water,1
sv2-57,Tackle,Colorless,1
sv2-58,Chilly,Water,1
sv2-58,Bite,Water,2
sv2-58,Bite,Colorless,1
sv2-59,Sharp Fin,Water,1
sv2-59,Sharp Fin,Colorless,1
sv2-59,Frost Smash,Water,2
sv2-59,Frost Smash,Colorless,1
sv2-60,Buster Tail,Water,2
sv2-60,Buster Tail,Colorless,1
sv2-61,Hail Blade,Water,2
sv2-62,Growl,Colorless,1
sv2-62,Pika Bolt,Lightning,1
sv2-62,Pika Bolt,Colorless,1
sv2-63,Pika Punch,Colorless,1
sv2-63,Dynamic Bolt,Lightning,2
sv2-63,Dynamic Bolt,Colorless,1
sv2-64,Electrocharge,Colorless,1
sv2-64,Thunderbolt,Lightning,2
sv2-64,Thunderbolt,Colorless,1
sv2-65,Magnetic Charge,Colorless,1
sv2-65,Speed Ball,Lightning,1
sv2-65,Speed Ball,Colorless,1
sv2-66,Lightning Ball,Lightning,1
sv2-66,Rollout,Colorless,2
sv2-67,Lightning Ball,Lightning,1
sv2-67,Rolling Tackle,Colorless,3
sv2-68,Ram,Lightning,1
sv2-69,Wild Kick,Lightning,1
sv2-70,Zap Kick,Lightning,1
sv2-70,Head Bolt,Lightning,1
sv2-70,Head Bolt,Colorless,2
sv2-71,Wild Charge,Lightning,1
sv2-71,Wild Charge,Colorless,2
sv2-72,Needle Crush,Lightning,3
sv2-73,Stun Needle,Lightning,1
sv2-73,Follow-Up Kerzap,Lightning,1
sv2-74,Static Shock,Lightning,1
sv2-75,Static Shock,Lightning,1
sv2-75,Electrobullet,Lightning,2
sv2-76,Mach Bolt,Lightning,1
sv2-76,Electric Fist,Lightning,2
sv2-77,Thunder Wave,Lightning,1
sv2-78,Stampede,Colorless,1
sv2-78,Static Shock,Lightning,2
sv2-79,Jumping Press,Colorless,2
sv2-79,Paralyzing Ball,Lightning,2
sv2-79,Paralyzing Ball,Colorless,1
sv2-80,Peck,Colorless,1
sv2-80,United Wings,Colorless,2
sv2-81,Devastating Wind,Colorless,1
sv2-81,Flap,Colorless,3
sv2-82,Peck,Colorless,1
sv2-82,Jet Wing,Colorless,3
sv2-83,Sing,Colorless,1
sv2-83,Slap,Psychic,1
sv2-83,Slap,Colorless,1
sv2-84,Magical Shot,Psychic,1
sv2-84,Magical Shot,Colorless,2
sv2-85,Tail-Fishing,Psychic,1
sv2-85,Zen Headbutt,Psychic,2
sv2-86,Profound Knowledge,Psychic,1
sv2-86,Wise Headbutt,Psychic,2
sv2-87,Hypnoblast,Psychic,1
sv2-87,Hypnoblast,Colorless,1
sv2-88,Psychic Sphere,Psychic,1
sv2-88,Psychic Sphere,Colorless,1
sv2-89,Fade Out,Colorless,1
sv2-90,Pound,Colorless,1
sv2-90,Eerie Wave,Psychic,1
sv2-90,Eerie Wave,Colorless,1
sv2-91,Mind Bend,Colorless,1
sv2-91,Super Psy Bolt,Psychic,1
sv2-91,Super Psy Bolt,Colorless,1
sv2-92,Psych Out,Psychic,1
sv2-92,Psych Out,Colorless,1
sv2-93,Tail Swap,Psychic,2
sv2-93,Wondrous Shot,Psychic,3
sv2-94,Plotter’s Command,Psychic,1
sv2-94,Plotter’s Command,Colorless,1
sv2-94,Super Psy Bolt,Psychic,1
sv2-94,Super Psy Bolt,Colorless,2
sv2-95,Mumble,Colorless,2
sv2-95,Mud Shot,Psychic,1
sv2-95,Mud Shot,Colorless,2
sv2-96,Spooky Shot,Psychic,1
sv2-96,Spooky Shot,Colorless,1
sv2-96,Earthen Power,Psychic,1
sv2-96,Earthen Power,Colorless,2
sv2-97,Ghost Eye,Psychic,1
sv2-97,Ghost Eye,Colorless,1
sv2-98,Life Sucker,Colorless,2
sv2-98,Fighting Sword,Psychic,1
sv2-98,Fighting Sword,Colorless,2
sv2-99,Revival Blessing,Colorless,1
sv2-99,Psybeam,Psychic,2
sv2-100,Collect,Colorless,1
sv2-100,Corkscrew Punch,Psychic,1
sv2-100,Corkscrew Punch,Colorless,1
sv2-101,Scrap Pickup,Colorless,1
sv2-101,Fairy Wind,Psychic,1
sv2-101,Fairy Wind,Colorless,2
sv2-102,Brutal Swing,Psychic,1
sv2-103,Light Punch,Colorless,1
sv2-103,Boundless Power,Psychic,1
sv2-103,Boundless Power,Colorless,1
sv2-104,Play Rough,Colorless,2
sv2-104,Pulverizing Press,Psychic,1
sv2-104,Pulverizing Press,Colorless,2
sv2-105,Special Hammer,Psychic,1
sv2-105,Special Hammer,Colorless,1
sv2-106,Low Kick,Fighting,1
sv2-106,Hang Down,Fighting,1
sv2-106,Hang Down,Colorless,1
sv2-107,Low Kick,Fighting,1
sv2-107,Pummel,Fighting,1
sv2-107,Pummel,Colorless,1
sv2-108,Raging Horns,Colorless,2
sv2-108,Combat Tackle,Fighting,2
sv2-108,Combat Tackle,Colorless,1
sv2-109,Hit and Hide,Fighting,1
sv2-109,Elbow Strike,Fighting,1
sv2-109,Elbow Strike,Colorless,2
sv2-110,Double Stab,Colorless,1
sv2-111,Headbutt Bounce,Colorless,2
sv2-112,Slap Push,Colorless,2
sv2-113,Rocket Slap,Fighting,1
sv2-113,Rocket Slap,Colorless,2
sv2-114,Poison Sting,Fighting,1
sv2-115,Pierce,Fighting,1
sv2-115,Knuckle Claws,Fighting,1
sv2-115,Knuckle Claws,Colorless,1
sv2-116,Rock Throw,Fighting,1
sv2-116,Bite,Fighting,1
sv2-116,Bite,Colorless,2
sv2-117,Rock Throw,Fighting,1
sv2-117,Scary Fangs,Fighting,1
sv2-117,Scary Fangs,Colorless,2
sv2-118,Make the Assist,Fighting,2
sv2-119,Headbutt,Colorless,1
sv2-119,Reckless Charge Together,Fighting,1
sv2-119,Reckless Charge Together,Colorless,2
sv2-120,Headbutt,Fighting,1
sv2-121,Salt Coating,Fighting,1
sv2-121,Tackle,Fighting,2
sv2-122,Salt Cannon,Fighting,2
sv2-123,Knocking Hammer,Fighting,2
sv2-124,Ascension,Fighting,1
sv2-125,Rock Throw,Fighting,1
sv2-126,Poison Petals,Fighting,1
sv2-127,Land Scoop,Fighting,3
sv2-128,Find a Home,Colorless,1
sv2-128,Ram,Darkness,1
sv2-129,Stampede,Colorless,1
sv2-129,Playful Kick,Darkness,1
sv2-129,Playful Kick,Colorless,1
sv2-130,Needle Bone,Darkness,1
sv2-130,Needle Bone,Colorless,2
sv2-131,Spin Turn,Colorless,1
sv2-131,United Wings,Darkness,1
sv2-132,Flap,Darkness,1
sv2-132,Dirty Throw,Darkness,1
sv2-132,Dirty Throw,Colorless,2
sv2-133,Dig Claws,Darkness,1
sv2-134,Slashing Claw,Darkness,1
sv2-134,Slashing Claw,Colorless,1
sv2-135,Rout,Darkness,1
sv2-135,Dread Mountain,Darkness,2
sv2-136,Night Eyes,Colorless,1
sv2-136,Unseen Claw,Darkness,1
sv2-137,Sharp Fang,Colorless,1
sv2-137,Cross-Cut,Darkness,1
sv2-137,Cross-Cut,Colorless,1
sv2-138,Ambush,Darkness,1
sv2-138,Ambush,Colorless,1
sv2-139,Find a Friend,Colorless,1
sv2-139,Headbutt Bounce,Darkness,2
sv2-139,Headbutt Bounce,Colorless,1
sv2-140,Dark Cutter,Darkness,2
sv2-140,Dark Cutter,Colorless,1
sv2-141,Ambush,Darkness,1
sv2-142,Smash Kick,Colorless,2
sv2-142,Sharp Fang,Darkness,1
sv2-142,Sharp Fang,Colorless,2
sv2-143,Comeuppance,Colorless,2
sv2-143,Darkness Fang,Darkness,1
sv2-143,Darkness Fang,Colorless,2
sv2-144,Berry Search,Colorless,1
sv2-144,Scratch,Darkness,1
sv2-145,Spit Poison,Darkness,1
sv2-146,Spit Poison,Darkness,1
sv2-146,Colorful Graffiti,Darkness,1
sv2-147,Delivery Pocket,Colorless,1
sv2-147,Dark Edge,Darkness,2
sv2-147,Dark Edge,Colorless,1
sv2-148,Accelerate,Metal,1
sv2-148,Spinning Bird,Metal,1
sv2-148,Spinning Bird,Colorless,2
sv2-149,Stampede,Metal,1
sv2-149,Stampede,Colorless,1
sv2-150,Nosequake,Metal,2
sv2-150,Nosequake,Colorless,1
sv2-151,Shoot Through,Colorless,4
sv2-152,Gust,Psychic,1
sv2-152,Gust,Darkness,1
sv2-153,Covert Flight,Colorless,2
sv2-153,Dominating Echo,Psychic,1
sv2-153,Dominating Echo,Darkness,1
sv2-154,Psy Bolt,Colorless,2
sv2-154,Headbang,Colorless,3
sv2-155,Either Face,Colorless,1
sv2-155,Power Beam,Colorless,3
sv2-156,Find a Friend,Colorless,1
sv2-156,Bite,Colorless,3
sv2-157,Mud-Slap,Colorless,1
sv2-157,Dig Away Flash,Colorless,4
sv2-158,Gust,Colorless,2
sv2-159,Wing Attack,Colorless,3
sv2-160,Yawn,Colorless,2
sv2-161,Confront,Colorless,2
sv2-161,Sharp Claws,Colorless,3
sv2-162,Slacker’s Headstrike,Colorless,3
sv2-163,Nosedive,Colorless,1
sv2-164,Send Back,Colorless,1
sv2-165,Glide,Colorless,1
sv2-165,Clutch,Colorless,3
sv2-166,Collect,Colorless,1
sv2-166,Gentle Slap,Colorless,3
sv2-167,Attach,Colorless,1
sv2-167,Smash Kick,Colorless,2
sv2-168,Gentle Slap,Colorless,2
sv2-168,Gnaw Relentlessly,Colorless,3
sv2-169,Motivate,Colorless,1
sv2-170,United Wings,Colorless,2
sv2-194,Tackle,Grass,2
sv2-194,Smashing Horn,Grass,3
sv2-195,Leaf Drain,Grass,1
sv2-195,Tropic Breeze,Grass,2
sv2-195,Tropic Breeze,Colorless,1
sv2-196,Gather Sunlight,Grass,1
sv2-196,Seed Bomb,Grass,1
sv2-197,Seed Bomb,Grass,1
sv2-197,Magic Whip,Colorless,2
sv2-198,Blot,Grass,1
sv2-199,Heat Dive,Fire,1
sv2-200,Singe,Fire,1
sv2-200,Overrun,Colorless,2
sv2-201,Spacing Out,Colorless,1
sv2-201,Flare,Fire,1
sv2-201,Flare,Colorless,1
sv2-202,Steady Firebreathing,Fire,1
sv2-202,Hyper Voice,Fire,2
sv2-203,Expert Splasher,Water,1
sv2-204,Bubble Drain,Water,1
sv2-204,Bubble Drain,Colorless,1
sv2-205,Headbutt,Water,1
sv2-205,Frigid Block,Water,3
sv2-206,Apply Gel,Water,1
sv2-206,Apply Gel,Colorless,1
sv2-207,Water Gun,Water,1
sv2-207,Wave Splash,Water,1
sv2-207,Wave Splash,Colorless,1
sv2-208,Tackle,Water,1
sv2-208,Tackle,Colorless,1
sv2-209,Sharp Fin,Water,1
sv2-209,Sharp Fin,Colorless,1
sv2-209,Frost Smash,Water,2
sv2-209,Frost Smash,Colorless,1
sv2-210,Buster Tail,Water,2
sv2-210,Buster Tail,Colorless,1
sv2-211,Electrocharge,Colorless,1
sv2-211,Thunderbolt,Lightning,2
sv2-211,Thunderbolt,Colorless,1
sv2-212,Psychic Sphere,Psychic,1
sv2-212,Psychic Sphere,Colorless,1
sv2-213,Mind Bend,Colorless,1
sv2-213,Super Psy Bolt,Psychic,1
sv2-213,Super Psy Bolt,Colorless,1
sv2-214,Mumble,Colorless,2
sv2-214,Mud Shot,Psychic,1
sv2-214,Mud Shot,Colorless,2
sv2-215,Revival Blessing,Colorless,1
sv2-215,Psybeam,Psychic,2
sv2-216,Scrap Pickup,Colorless,1
sv2-216,Fairy Wind,Psychic,1
sv2-216,Fairy Wind,Colorless,2
sv2-217,Play Rough,Colorless,2
sv2-217,Pulverizing Press,Psychic,1
sv2-217,Pulverizing Press,Colorless,2
sv2-218,Raging Horns,Colorless,2
sv2-218,Combat Tackle,Fighting,2
sv2-218,Combat Tackle,Colorless,1
sv2-219,Hit and Hide,Fighting,1
sv2-219,Elbow Strike,Fighting,1
sv2-219,Elbow Strike,Colorless,2
sv2-220,Salt Coating,Fighting,1
sv2-220,Tackle,Fighting,2
sv2-221,Find a Home,Colorless,1
sv2-221,Ram,Darkness,1
sv2-222,Rout,Darkness,1
sv2-222,Dread Mountain,Darkness,2
sv2-223,Spit Poison,Darkness,1
sv2-223,Colorful Graffiti,Darkness,1
sv2-224,Shoot Through,Colorless,4
sv2-225,Send Back,Colorless,1
sv2-226,Gentle Slap,Colorless,2
sv2-226,Gnaw Relentlessly,Colorless,3
sv2-227,United Wings,Colorless,2
sv2-228,Either Face,Colorless,1
sv2-228,Power Beam,Colorless,3
sv2-229,Mud-Slap,Colorless,1
sv2-229,Dig Away Flash,Colorless,4
sv2-230,Guard Press,Grass,2
sv2-231,Scratching Nails,Colorless,2
sv2-232,Covetous Ivy,Grass,2
sv2-232,Covetous Ivy,Colorless,1
sv2-232,Forest Blast,Grass,3
sv2-232,Forest Blast,Colorless,1
sv2-233,Vitality Song,Fire,1
sv2-233,Burning Voice,Fire,2
sv2-234,Jealously Singe,Fire,1
sv2-234,Flame Surge,Fire,2
sv2-235,Exciting Dance,Water,1
sv2-235,Spiral Shot,Water,1
sv2-235,Spiral Shot,Colorless,1
sv2-236,Hail Blade,Water,2
sv2-237,Jumping Press,Colorless,2
sv2-237,Paralyzing Ball,Lightning,2
sv2-237,Paralyzing Ball,Colorless,1
sv2-238,Profound Knowledge,Psychic,1
sv2-238,Wise Headbutt,Psychic,2
sv2-239,Tail Swap,Psychic,2
sv2-239,Wondrous Shot,Psychic,3
sv2-240,Big Hammer,Colorless,2
sv2-240,Pulverizing Press,Psychic,1
sv2-240,Pulverizing Press,Colorless,2
sv2-241,Rock Throw,Fighting,1
sv2-241,Scary Fangs,Fighting,1
sv2-241,Scary Fangs,Colorless,2
sv2-242,Angry Grudge,Fighting,1
sv2-242,Seismic Toss,Fighting,1
sv2-242,Seismic Toss,Colorless,1
sv2-243,Land Scoop,Fighting,3
sv2-244,Needle Bone,Darkness,1
sv2-244,Needle Bone,Colorless,2
sv2-245,Nosequake,Metal,2
sv2-245,Nosequake,Colorless,1
sv2-246,Covert Flight,Colorless,2
sv2-246,Dominating Echo,Psychic,1
sv2-246,Dominating Echo,Darkness,1
sv2-247,Motivate,Colorless,1
sv2-256,Scratching Nails,Colorless,2
sv2-257,Covetous Ivy,Grass,2
sv2-257,Covetous Ivy,Colorless,1
sv2-257,Forest Blast,Grass,3
sv2-257,Forest Blast,Colorless,1
sv2-258,Vitality Song,Fire,1
sv2-258,Burning Voice,Fire,2
sv2-259,Jealously Singe,Fire,1
sv2-259,Flame Surge,Fire,2
sv2-260,Exciting Dance,Water,1
sv2-260,Spiral Shot,Water,1
sv2-260,Spiral Shot,Colorless,1
sv2-261,Hail Blade,Water,2
sv2-262,Big Hammer,Colorless,2
sv2-262,Pulverizing Press,Psychic,1
sv2-262,Pulverizing Press,Colorless,2
sv2-263,Land Scoop,Fighting,3
sv2-264,Motivate,Colorless,1
sv2-271,Scratching Nails,Colorless,2
sv2-272,Vitality Song,Fire,1
sv2-272,Burning Voice,Fire,2
sv2-273,Exciting Dance,Water,1
sv2-273,Spiral Shot,Water,1
sv2-273,Spiral Shot,Colorless,1
sv2-274,Hail Blade,Water,2
sv2-275,Land Scoop,Fighting,3
sv3-1,Feelin' Fine,Colorless,1
sv3-1,Stampede,Grass,1
sv3-2,Inviting Scent,Colorless,1
sv3-2,Leaf Step,Grass,1
sv3-3,Sleep Powder,Colorless,1
sv3-3,Powerful Dance,Grass,1
sv3-4,Agility,Colorless,1
sv3-4,Cut,Colorless,2
sv3-5,Berry Scent,Colorless,1
sv3-5,Guard Press,Colorless,2
sv3-6,Lunge,Colorless,1
sv3-7,Panic-Prompting Pattern,Colorless,1
sv3-7,Bug Buzz,Grass,1
sv3-7,Bug Buzz,Colorless,1
sv3-8,Share,Grass,1
sv3-8,Ram,Grass,2
sv3-9,Enticing Pattern,Grass,1
sv3-9,Beat,Grass,1
sv3-9,Beat,Colorless,1
sv3-10,Dangerous Spores,Grass,1
sv3-10,Dangerous Spores,Colorless,1
sv3-11,Branch Poke,Colorless,2
sv3-12,Lock Up,Colorless,3
sv3-13,Razor Wing,Grass,1
sv3-14,Shoot Through,Grass,1
sv3-14,Shoot Through,Colorless,1
sv3-15,Hunting Arrow,Grass,1
sv3-15,Hunting Arrow,Colorless,1
sv3-16,Stampede,Grass,1
sv3-16,Reckless Charge,Grass,2
sv3-17,Aromatherapy,Grass,1
sv3-17,Razor Leaf,Grass,2
sv3-18,Queenly Heel,Grass,1
sv3-18,Spinning Kick,Grass,2
sv3-19,Absorb,Grass,1
sv3-20,Sunny Wind,Grass,1
sv3-21,Healing Fruit,Grass,1
sv3-21,Oil Shot,Grass,1
sv3-22,Colony Rush,Grass,2
sv3-23,Reckless Charge,Colorless,1
sv3-24,Double Headbutt,Colorless,3
sv3-25,Spicy Headbutt,Grass,1
sv3-25,Spicy Headbutt,Colorless,2
sv3-26,Heat Tackle,Fire,1
sv3-27,Heat Tackle,Fire,2
sv3-28,Combustion,Fire,1
sv3-28,Confuse Ray,Fire,2
sv3-29,Will-O-Wisp,Fire,1
sv3-29,Nine-Tailed Dance,Fire,2
sv3-30,Blaze Ball,Colorless,3
sv3-31,Hot Magma,Fire,1
sv3-31,Hot Magma,Colorless,1
sv3-32,Eruption,Fire,1
sv3-32,Eruption,Colorless,1
sv3-32,Steaming Stomp,Fire,2
