id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
sm11-232,Channeler,"Remove all effects of attacks on you and each of your Pokémon., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-232','Remove all effects of attacks on you and each of your Pokémon., You may play only 1 Supporter card during your turn (before your attack).');"
sm11-233,Coach Trainer,"Draw 2 cards. If your Active Pokémon is a TAG TEAM Pokémon, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-233','Draw 2 cards. If your Active Pokémon is a TAG TEAM Pokémon, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).');"
sm11-234,Grimsley,"Move up to 3 damage counters from 1 of your opponent''s Pokémon to another of their Pokémon., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-234','Move up to 3 damage counters from 1 of your opponent''s Pokémon to another of their Pokémon., You may play only 1 Supporter card during your turn (before your attack).');"
sm11-235,Misty''s Favor,"Search your deck for up to 3 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-235','Search your deck for up to 3 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm11-236,Poké Maniac,"Search your deck for up to 3 Pokémon that have a Retreat Cost of exactly 4, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-236','Search your deck for up to 3 Pokémon that have a Retreat Cost of exactly 4, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm11-250,Cherish Ball,"Search your deck for a Pokémon-GX, reveal it, and put it into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-250','Search your deck for a Pokémon-GX, reveal it, and put it into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-251,Giant Bomb,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If this card is attached to 1 of your Pokémon, discard it at the end of your opponent''s turn., If the Pokémon this card is attached to is your Active Pokémon and takes 180 or more damage from an opponent''s attack (even if this Pokémon is Knocked Out), put 10 damage counters on the Attacking Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-251','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If this card is attached to 1 of your Pokémon, discard it at the end of your opponent''s turn., If the Pokémon this card is attached to is your Active Pokémon and takes 180 or more damage from an opponent''s attack (even if this Pokémon is Knocked Out), put 10 damage counters on the Attacking Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-252,Karate Belt,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Fighting less., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-252','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Fighting less., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-253,Reset Stamp,"Your opponent shuffles their hand into their deck and draws a card for each of their remaining Prize cards., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-253','Your opponent shuffles their hand into their deck and draws a card for each of their remaining Prize cards., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-254,Tag Switch,"Move up to 2 Energy from 1 of your TAG TEAM Pokémon to another of your Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-254','Move up to 2 Energy from 1 of your TAG TEAM Pokémon to another of your Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-255,U-Turn Board,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Retreat Cost of the Pokémon this card is attached to is Colorless less., If this card is discarded from play, put it into your hand instead of the discard pile., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm11-255','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Retreat Cost of the Pokémon this card is attached to is Colorless less., If this card is discarded from play, put it into your hand instead of the discard pile., You may play as many Item cards as you like during your turn (before your attack).');"
sm11-256,Viridian Forest,"Once during each player''s turn, that player may discard a card from their hand. If they do, that player searches their deck for a basic Energy card, reveals it, and puts it into their hand. Then, that player shuffles their deck., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm11-256','Once during each player''s turn, that player may discard a card from their hand. If they do, that player searches their deck for a basic Energy card, reveals it, and puts it into their hand. Then, that player shuffles their deck., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm115-51,Bill''s Analysis,"Look at the top 7 cards of your deck. You may reveal up to 2 Trainer cards you find there and put them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-51','Look at the top 7 cards of your deck. You may reveal up to 2 Trainer cards you find there and put them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-52,Blaine''s Last Stand,"You can play this card only when it is the last card in your hand., Draw 2 cards for each Fire Pokémon you have in play., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-52','You can play this card only when it is the last card in your hand., Draw 2 cards for each Fire Pokémon you have in play., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-53,Brock''s Grit,"Shuffle 6 in any combination of Pokémon and basic Energy cards from your discard pile into your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-53','Shuffle 6 in any combination of Pokémon and basic Energy cards from your discard pile into your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-54,Brock''s Pewter City Gym,"Onix-GX (both yours and your opponent''s) take 40 less damage from the opponent''s attacks (after applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm115-54','Onix-GX (both yours and your opponent''s) take 40 less damage from the opponent''s attacks (after applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm115-55,Brock''s Training,"Attach an Energy card from your hand to 1 of your Geodude, Graveler, Golem, Onix-GX, Cubone, Rhyhorn, Rhydon, or Sudowoodo., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-55','Attach an Energy card from your hand to 1 of your Geodude, Graveler, Golem, Onix-GX, Cubone, Rhyhorn, Rhydon, or Sudowoodo., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-56,Erika''s Hospitality,"You can play this card only if you have 4 or fewer other cards in your hand., Draw a card for each of your opponent''s Pokémon in play., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-56','You can play this card only if you have 4 or fewer other cards in your hand., Draw a card for each of your opponent''s Pokémon in play., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-57,Giovanni''s Exile,"Discard up to 2 of your Benched Pokémon that have no damage counters on them and all cards attached to them., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-57','Discard up to 2 of your Benched Pokémon that have no damage counters on them and all cards attached to them., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-58,Jessie & James,"Each player discards 2 cards from their hand. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-58','Each player discards 2 cards from their hand. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-59,Koga''s Trap,"Your opponent''s Active Pokémon is now Confused and Poisoned., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-59','Your opponent''s Active Pokémon is now Confused and Poisoned., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-60,Lt. Surge''s Strategy,"You can play this card only if you have more Prize cards remaining than your opponent., During this turn, you can play 3 Supporter cards (including this card)., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-60','You can play this card only if you have more Prize cards remaining than your opponent., During this turn, you can play 3 Supporter cards (including this card)., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-61,Misty''s Cerulean City Gym,"The attacks of Starmie-GX (both yours and your opponent''s) do 40 more damage to the opponent''s Active Pokémon (before applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm115-61','The attacks of Starmie-GX (both yours and your opponent''s) do 40 more damage to the opponent''s Active Pokémon (before applying Weakness and Resistance)., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm115-62,Misty''s Determination,"Discard a card from your hand. If you do, look at the top 8 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-62','Discard a card from your hand. If you do, look at the top 8 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-63,Misty''s Water Command,"Move any number of Water Energy from your Pokémon to your Psyduck, Horsea, Staryu, Starmie-GX, Magikarp, Gyarados, or Lapras in any way you like., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-63','Move any number of Water Energy from your Pokémon to your Psyduck, Horsea, Staryu, Starmie-GX, Magikarp, Gyarados, or Lapras in any way you like., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-64,Pokémon Center Lady,"Heal 60 damage and remove all Special Conditions from 1 of your Pokémon., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-64','Heal 60 damage and remove all Special Conditions from 1 of your Pokémon., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-65,Sabrina''s Suggestion,"Your opponent reveals their hand. You may choose a Supporter card you find there and use the effect of that card as the effect of this card., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-65','Your opponent reveals their hand. You may choose a Supporter card you find there and use the effect of that card as the effect of this card., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-67,Giovanni''s Exile,"Discard up to 2 of your Benched Pokémon that have no damage counters on them and all cards attached to them., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-67','Discard up to 2 of your Benched Pokémon that have no damage counters on them and all cards attached to them., You may play only 1 Supporter card during your turn (before your attack).');"
sm115-68,Jessie & James,"Each player discards 2 cards from their hand. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm115-68','Each player discards 2 cards from their hand. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-185,Beastite,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The attacks of the Ultra Beast this card is attached to do 10 more damage to your opponent''s Active Pokémon for each Prize card you have taken (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-185','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The attacks of the Ultra Beast this card is attached to do 10 more damage to your opponent''s Active Pokémon for each Prize card you have taken (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-186,Bellelba & Brycen-Man,"Discard 3 cards from the top of each player''s deck., When you play this card, you may discard 3 other cards from your hand. If you do, each player discards their Benched Pokémon until they have 3 Benched Pokémon. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-186','Discard 3 cards from the top of each player''s deck., When you play this card, you may discard 3 other cards from your hand. If you do, each player discards their Benched Pokémon until they have 3 Benched Pokémon. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-187,Chaotic Swell,"Whenever either player plays a Stadium card from their hand, discard that Stadium card after discarding this one. (The new Stadium card has no effect.), This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm12-187','Whenever either player plays a Stadium card from their hand, discard that Stadium card after discarding this one. (The new Stadium card has no effect.), This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
sm12-188,Clay,"Discard the top 7 cards of your deck. If any of those cards are Item cards, put them into your hand., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-188','Discard the top 7 cards of your deck. If any of those cards are Item cards, put them into your hand., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-189,Cynthia & Caitlin,"Put a Supporter card from your discard pile into your hand. You can''t choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-189','Put a Supporter card from your discard pile into your hand. You can''t choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-190,Dragonium Z: Dragon Claw,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If the Pokémon this card is attached to has the Dragon Claw attack, it can use the GX attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-190','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., If the Pokémon this card is attached to has the Dragon Claw attack, it can use the GX attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack).');"
sm12-191,Erika,"Each player may draw up to 3 cards. You draw first., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-191','Each player may draw up to 3 cards. You draw first., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-192,Great Catcher,"You can play this card only if you discard 2 other cards from your hand., Switch 1 of your opponent''s Benched Pokémon-GX or Pokémon-EX with their Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-192','You can play this card only if you discard 2 other cards from your hand., Switch 1 of your opponent''s Benched Pokémon-GX or Pokémon-EX with their Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-193,Guzma & Hala,"Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-193','Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-194,Island Challenge Amulet,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Pokémon-GX or Pokémon-EX this card is attached to gets -100 HP, and when it is Knocked Out by damage from an opponent''s attack, that player takes 1 fewer Prize card., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-194','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Pokémon-GX or Pokémon-EX this card is attached to gets -100 HP, and when it is Knocked Out by damage from an opponent''s attack, that player takes 1 fewer Prize card., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-195,Lana''s Fishing Rod,"Shuffle a Pokémon and a Pokémon Tool card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-195','Shuffle a Pokémon and a Pokémon Tool card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-196,Lillie''s Full Force,"Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-196','Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-197,Lillie''s Poké Doll,"Play this card as if it were a 30-HP Colorless Basic Pokémon. At any time during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard all cards from it and put it on the bottom of your deck., This card can''t retreat. If this card is Knocked Out, your opponent can''t take any Prize cards for it., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-197','Play this card as if it were a 30-HP Colorless Basic Pokémon. At any time during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard all cards from it and put it on the bottom of your deck., This card can''t retreat. If this card is Knocked Out, your opponent can''t take any Prize cards for it., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-198,Mallow & Lana,"Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-198','Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-199,Misty & Lorelei,"Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., When you play this card, you may discard 5 other cards from your hand. If you do, during this turn, your Water Pokémon can use their GX attacks even if you have used your GX attack., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-199','Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., When you play this card, you may discard 5 other cards from your hand. If you do, during this turn, your Water Pokémon can use their GX attacks even if you have used your GX attack., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-200,N''s Resolve,"Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-200','Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-201,Professor Oak''s Setup,"Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-201','Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-202,Red & Blue,"Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can''t use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-202','Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can''t use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-203,Roller Skater,"Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-203','Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-204,Rosa,"You can play this card only if 1 of your Pokémon was Knocked Out during your opponent''s last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-204','You can play this card only if 1 of your Pokémon was Knocked Out during your opponent''s last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-205,Roxie,"Discard up to 2 Pokémon that aren''t Pokémon-GX or Pokémon-EX from your hand. Draw 3 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-205','Discard up to 2 Pokémon that aren''t Pokémon-GX or Pokémon-EX from your hand. Draw 3 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-206,Tag Call,"Search your deck for up to 2 TAG TEAM cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-206','Search your deck for up to 2 TAG TEAM cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-207,Unidentified Fossil,"Play this card as if it were a 60-HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play., This card can''t retreat., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-207','Play this card as if it were a 60-HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play., This card can''t retreat., You may play as many Item cards as you like during your turn (before your attack).');"
sm12-208,Will,"The next time you flip any number of coins for the effect of an attack, Ability, or Trainer card this turn, choose heads or tails for the first coin flip., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-208','The next time you flip any number of coins for the effect of an attack, Ability, or Trainer card this turn, choose heads or tails for the first coin flip., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-228,Cynthia & Caitlin,"Put a Supporter card from your discard pile into your hand. You can''t choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-228','Put a Supporter card from your discard pile into your hand. You can''t choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-229,Guzma & Hala,"Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-229','Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-230,Lillie''s Full Force,"Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-230','Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-231,Mallow & Lana,"Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-231','Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-232,N''s Resolve,"Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-232','Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-233,Professor Oak''s Setup,"Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-233','Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-234,Red & Blue,"Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can''t use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-234','Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can''t use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-235,Roller Skater,"Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-235','Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-236,Rosa,"You can play this card only if 1 of your Pokémon was Knocked Out during your opponent''s last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('sm12-236','You can play this card only if 1 of your Pokémon was Knocked Out during your opponent''s last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).');"
sm12-263,Giant Hearth,"Once during each player''s turn, that player may discard a card from their hand. If they do, that player searches their deck for up to 2 Fire Energy cards, reveals them, and puts them into their hand. Then, that player shuffles their deck., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('sm12-263','Once during each player''s turn, that player may discard a card from their hand. If they do, that player searches their deck for up to 2 Fire Energy cards, reveals them, and puts them into their hand. Then, that player shuffles their deck., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card.');"
