id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
sm7-175,Scizor-GX,[212],,210,Metal,,Scyther,Fire,×2
sm7-176,Stakataka-GX,[805],,180,Metal,,,Fire,×2
sm7-177,Rayquaza-GX,[384],,180,Dragon,,,Fairy,×2
sm7-177a,Rayquaza-GX,[384],,180,Dragon,,,Fairy,×2
sm75-1,Charmander,[4],,70,Fire,,,Water,×2
sm75-2,Charmeleon,[5],,80,Fire,,Charmander,Water,×2
sm75-3,Charizard,[6],,160,Fire,,Charmeleon,Water,×2
sm75-4,Torchic,[255],,60,Fire,,,Water,×2
sm75-5,Combusken,[256],,80,Fire,,Torchic,Water,×2
sm75-6,Blaziken,[257],,150,Fire,,Combusken,Water,×2
sm75-7,Victini ◇,[494],,90,Fire,,,Water,×2
sm75-8,Darumaka,[554],,70,Fire,,,Water,×2
sm75-9,Darmanitan,[555],,130,Fire,,Darumaka,Water,×2
sm75-10,Heatmor,[631],,110,Fire,,,Water,×2
sm75-11,Reshiram-GX,[643],,180,Fire,,,Water,×2
sm75-12,Litten,[725],,60,Fire,,,Water,×2
sm75-13,Salandit,[757],,60,Fire,,,Water,×2
sm75-14,Salazzle,[758],,110,Fire,,Salandit,Water,×2
sm75-15,Horsea,[116],,40,Water,,,Grass,×2
sm75-16,Horsea,[116],,50,Water,,,Grass,×2
sm75-17,Seadra,[117],,90,Water,,Horsea,Grass,×2
sm75-18,Kingdra-GX,[230],,230,Water,,Seadra,Grass,×2
sm75-19,Magikarp,[129],,30,Water,,,Lightning,×2
sm75-20,Gyarados,[130],,160,Water,,Magikarp,Lightning,×2
sm75-21,Lapras,[131],,120,Water,,,Grass,×2
sm75-22,Totodile,[158],,60,Water,,,Grass,×2
sm75-23,Croconaw,[159],,90,Water,,Totodile,Grass,×2
sm75-24,Feraligatr,[160],,160,Water,,Croconaw,Grass,×2
sm75-25,Wooper,[194],,70,Water,,,Grass,×2
sm75-26,Quagsire,[195],,120,Water,,Wooper,Grass,×2
sm75-27,Corsola,[222],,90,Water,,,Grass,×2
sm75-28,Feebas,[349],,30,Water,,,Grass,×2
sm75-29,Milotic,[350],,120,Water,,Feebas,Grass,×2
sm75-30,Phione,[489],,70,Water,,,Grass,×2
sm75-31,Wishiwashi,[746],,30,Water,,,Lightning,×2
sm75-32,Trapinch,[328],,60,Fighting,,,Grass,×2
sm75-33,Hydreigon,[635],,160,Darkness,,Zweilous,Fighting,×2
sm75-34,Dratini,[147],,60,Dragon,,,Fairy,×2
sm75-35,Dratini,[147],,70,Dragon,,,Fairy,×2
sm75-36,Dragonair,[148],,100,Dragon,,Dratini,Fairy,×2
sm75-37,Dragonite-GX,[149],,250,Dragon,,Dragonair,Fairy,×2
sm75-38,Vibrava,[329],,80,Dragon,,Trapinch,Fairy,×2
sm75-39,Flygon,[330],,140,Dragon,,Vibrava,Fairy,×2
sm75-40,Altaria,[334],,80,Dragon,,Swablu,Fairy,×2
sm75-40a,Altaria,[334],,80,Dragon,,Swablu,Fairy,×2
sm75-41,Altaria-GX,[334],,200,Dragon,,Swablu,Fairy,×2
sm75-42,Bagon,[371],,60,Dragon,,,Fairy,×2
sm75-43,Shelgon,[372],,80,Dragon,,Bagon,Fairy,×2
sm75-44,Salamence-GX,[373],,250,Dragon,,Shelgon,Fairy,×2
sm75-45,Druddigon,[621],,110,Dragon,,,Fairy,×2
sm75-46,Zekrom,[644],,130,Dragon,,,Fairy,×2
sm75-47,Kyurem,[646],,130,Dragon,,,Fairy,×2
sm75-48,White Kyurem-GX,[646],,190,Dragon,,,Fairy,×2
sm75-49,Zygarde,[718],,130,Dragon,,,Fairy,×2
sm75-50,Turtonator,[776],,110,Dragon,,,Fairy,×2
sm75-51,Drampa,[780],,120,Dragon,,,Fairy,×2
sm75-52,Jangmo-o,[782],,60,Dragon,,,Fairy,×2
sm75-53,Hakamo-o,[783],,90,Dragon,,Jangmo-o,Fairy,×2
sm75-54,Kommo-o,[784],,160,Dragon,,Hakamo-o,Fairy,×2
sm75-55,Kangaskhan,[115],,120,Colorless,,,Fighting,×2
sm75-56,Swablu,[333],,50,Colorless,,,Lightning,×2
sm75-57,Swablu,[333],,50,Colorless,,,Lightning,×2
sm75-65,Reshiram-GX,[643],,180,Fire,,,Water,×2
sm75-66,Kingdra-GX,[230],,230,Water,,Seadra,Grass,×2
sm75-67,Dragonite-GX,[149],,250,Dragon,,Dragonair,Fairy,×2
sm75-68,Altaria-GX,[334],,200,Dragon,,Swablu,Fairy,×2
sm75-71,Reshiram-GX,[643],,180,Fire,,,Water,×2
sm75-72,Altaria-GX,[334],,200,Dragon,,Swablu,Fairy,×2
sm75-73,Salamence-GX,[373],,250,Dragon,,Shelgon,Fairy,×2
sm75-74,White Kyurem-GX,[646],,190,Dragon,,,Fairy,×2
sm75-78,Ultra Necrozma-GX,[800],,190,Dragon,,,Fairy,×2
sm8-1,Tangela,[114],,80,Grass,,,Fire,×2
sm8-2,Tangrowth,[465],,140,Grass,,Tangela,Fire,×2
sm8-3,Scyther,[123],,80,Grass,,,Fire,×2
sm8-4,Pinsir,[127],,110,Grass,,,Fire,×2
sm8-5,Chikorita,[152],,60,Grass,,,Fire,×2
sm8-6,Chikorita,[152],,70,Grass,,,Fire,×2
sm8-7,Bayleef,[153],,100,Grass,,Chikorita,Fire,×2
sm8-8,Meganium,[154],,150,Grass,,Bayleef,Fire,×2
sm8-9,Spinarak,[167],,50,Grass,,,Fire,×2
sm8-10,Ariados,[168],,110,Grass,,Spinarak,Fire,×2
sm8-11,Hoppip,[187],,30,Grass,,,Lightning,×2
sm8-12,Hoppip,[187],,40,Grass,,,Lightning,×2
sm8-13,Skiploom,[188],,60,Grass,,Hoppip,Lightning,×2
sm8-14,Jumpluff,[189],,70,Grass,,Skiploom,Lightning,×2
sm8-15,Pineco,[204],,60,Grass,,,Fire,×2
sm8-16,Shuckle,[213],,60,Grass,,,Fire,×2
sm8-17,Shuckle-GX,[213],,170,Grass,,,Fire,×2
sm8-18,Heracross,[214],,120,Grass,,,Fire,×2
sm8-19,Celebi ◇,[251],,90,Grass,,,Fire,×2
sm8-20,Treecko,[252],,60,Grass,,,Fire,×2
sm8-21,Grovyle,[253],,80,Grass,,Treecko,Fire,×2
sm8-22,Sceptile-GX,[254],,230,Grass,,Grovyle,Fire,×2
sm8-23,Wurmple,[265],,60,Grass,,,Fire,×2
sm8-24,Wurmple,[265],,60,Grass,,,Fire,×2
sm8-25,Silcoon,[266],,80,Grass,,Wurmple,Fire,×2
sm8-26,Beautifly,[267],,130,Grass,,Silcoon,Fire,×2
sm8-27,Cascoon,[268],,70,Grass,,Wurmple,Fire,×2
sm8-28,Dustox,[269],,140,Grass,,Cascoon,Fire,×2
sm8-29,Nincada,[290],,40,Grass,,,Fire,×2
sm8-30,Ninjask,[291],,80,Grass,,Nincada,Fire,×2
sm8-31,Combee,[415],,40,Grass,,,Fire,×2
sm8-32,Vespiquen,[416],,120,Grass,,Combee,Fire,×2
sm8-33,Shaymin,[492],,70,Grass,,,Fire,×2
sm8-34,Virizion-GX,[640],,170,Grass,,,Fire,×2
sm8-35,Skiddo,[672],,70,Grass,,,Fire,×2
sm8-36,Gogoat,[673],,130,Grass,,Skiddo,Fire,×2
sm8-37,Tapu Bulu,[787],,130,Grass,,,Fire,×2
sm8-38,Moltres,[146],,120,Fire,,,Water,×2
sm8-39,Cyndaquil,[155],,60,Fire,,,Water,×2
sm8-40,Cyndaquil,[155],,70,Fire,,,Water,×2
sm8-41,Quilava,[156],,90,Fire,,Cyndaquil,Water,×2
sm8-42,Typhlosion,[157],,160,Fire,,Quilava,Water,×2
sm8-43,Slugma,[218],,80,Fire,,,Water,×2
sm8-44,Magcargo-GX,[219],,210,Fire,,Slugma,Water,×2
sm8-45,Houndour,[228],,60,Fire,,,Water,×2
sm8-46,Houndoom,[229],,110,Fire,,Houndour,Water,×2
sm8-47,Entei,[244],,130,Fire,,,Water,×2
sm8-48,Heatran,[485],,140,Fire,,,Water,×2
sm8-49,Victini,[494],,70,Fire,,,Water,×2
sm8-50,Litleo,[667],,60,Fire,,,Water,×2
sm8-51,Pyroar,[668],,130,Fire,,Litleo,Water,×2
sm8-52,Blacephalon-GX,[806],,180,Fire,,,Water,×2
sm8-53,Alolan Vulpix,[37],,60,Water,,,Metal,×2
sm8-54,Slowpoke,[79],,70,Water,,,Grass,×2
sm8-55,Slowking,[199],,120,Water,,Slowpoke,Grass,×2
sm8-56,Lapras,[131],,120,Water,,,Metal,×2
sm8-57,Delibird,[225],,90,Water,,,Metal,×2
sm8-58,Mantine,[226],,120,Water,,,Lightning,×2
sm8-59,Suicune,[245],,110,Water,,,Grass,×2
sm8-60,Suicune-GX,[245],,180,Water,,,Grass,×2
sm8-61,Cubchoo,[613],,70,Water,,,Metal,×2
sm8-62,Beartic,[614],,140,Water,,Cubchoo,Metal,×2
sm8-63,White Kyurem,[646],,130,Water,,,Metal,×2
sm8-64,Popplio,[728],,60,Water,,,Grass,×2
sm8-65,Popplio,[728],,70,Water,,,Grass,×2
sm8-66,Brionne,[729],,90,Water,,Popplio,Grass,×2
sm8-67,Primarina,[730],,150,Water,,Brionne,Grass,×2
sm8-68,Mareanie,[747],,50,Water,,,Grass,×2
sm8-69,Toxapex,[748],,120,Water,,Mareanie,Grass,×2
sm8-70,Bruxish,[779],,90,Water,,,Grass,×2
sm8-71,Electabuzz,[125],,80,Lightning,,,Fighting,×2
sm8-72,Electivire,[466],,140,Lightning,,Electabuzz,Fighting,×2
sm8-73,Chinchou,[170],,60,Lightning,,,Fighting,×2
sm8-74,Lanturn,[171],,110,Lightning,,Chinchou,Fighting,×2
sm8-75,Mareep,[179],,50,Lightning,,,Fighting,×2
sm8-76,Mareep,[179],,60,Lightning,,,Fighting,×2
sm8-77,Flaaffy,[180],,80,Lightning,,Mareep,Fighting,×2
sm8-78,Ampharos,[181],,150,Lightning,,Flaaffy,Fighting,×2
sm8-79,Raikou,[243],,120,Lightning,,,Fighting,×2
sm8-80,Pachirisu,[417],,70,Lightning,,,Fighting,×2
sm8-81,Blitzle,[522],,70,Lightning,,,Fighting,×2
sm8-82,Zebstrika,[523],,110,Lightning,,Blitzle,Fighting,×2
sm8-83,Stunfisk,[618],,110,Lightning,,,Fighting,×2
sm8-84,Dedenne,[702],,70,Lightning,,,Fighting,×2
sm8-85,Tapu Koko,[785],,120,Lightning,,,Fighting,×2
sm8-86,Zeraora-GX,[807],,190,Lightning,,,Fighting,×2
sm8-87,Natu,[177],,40,Psychic,,,Psychic,×2
sm8-88,Xatu,[178],,100,Psychic,,Natu,Psychic,×2
sm8-89,Espeon,[196],,90,Psychic,,Eevee,Psychic,×2
sm8-90,Unown,[201],,60,Psychic,,,Psychic,×2
sm8-91,Unown,[201],,60,Psychic,,,Psychic,×2
sm8-92,Unown,[201],,60,Psychic,,,Psychic,×2
sm8-93,Wobbuffet,[202],,110,Psychic,,,Psychic,×2
sm8-94,Girafarig,[203],,90,Psychic,,,Psychic,×2
sm8-95,Shedinja,[292],,40,Psychic,,Nincada,,
sm8-96,Sableye,[302],,80,Psychic,,,,
sm8-97,Giratina,[487],,130,Psychic,,,Darkness,×2
sm8-98,Sigilyph-GX,[561],,170,Psychic,,,Lightning,×2
sm8-99,Yamask,[562],,70,Psychic,,,Darkness,×2
sm8-100,Cofagrigus,[563],,120,Psychic,,Yamask,Darkness,×2
sm8-101,Litwick,[607],,60,Psychic,,,Darkness,×2
sm8-102,Lampent,[608],,80,Psychic,,Litwick,Darkness,×2
sm8-103,Chandelure,[609],,140,Psychic,,Lampent,Darkness,×2
sm8-104,Meloetta,[648],,80,Psychic,,,Psychic,×2
sm8-105,Mareanie,[747],,60,Psychic,,,Psychic,×2
sm8-106,Nihilego,[793],,110,Psychic,,,Psychic,×2
sm8-107,Poipole,[803],,70,Psychic,,,Psychic,×2
sm8-108,Naganadel,[804],,130,Psychic,,Poipole,Psychic,×2
sm8-109,Onix,[95],,120,Fighting,,,Grass,×2
sm8-110,Sudowoodo,[185],,110,Fighting,,,Water,×2
sm8-111,Phanpy,[231],,80,Fighting,,,Grass,×2
sm8-112,Donphan,[232],,130,Fighting,,Phanpy,Grass,×2
sm8-113,Hitmontop,[237],,80,Fighting,,,Psychic,×2
sm8-114,Larvitar,[246],,50,Fighting,,,Grass,×2
sm8-115,Larvitar,[246],,60,Fighting,,,Grass,×2
sm8-116,Pupitar,[247],,70,Fighting,,Larvitar,Grass,×2
sm8-117,Carbink,[703],,90,Fighting,,,Grass,×2
sm8-118,Alolan Meowth,[52],,60,Darkness,,,Fighting,×2
sm8-119,Alolan Persian,[53],,90,Darkness,,Alolan Meowth,Fighting,×2
sm8-120,Umbreon,[197],,110,Darkness,,Eevee,Fighting,×2
sm8-121,Tyranitar-GX,[248],,250,Darkness,,Pupitar,Fighting,×2
sm8-122,Alolan Diglett,[50],,50,Metal,,,Fire,×2
sm8-123,Alolan Dugtrio,[51],,90,Metal,,Alolan Diglett,Fire,×2
sm8-124,Forretress,[205],,110,Metal,,Pineco,Fire,×2
sm8-125,Steelix,[208],,180,Metal,,Onix,Fire,×2
sm8-126,Scizor,[212],,120,Metal,,Scyther,Fire,×2
sm8-127,Dialga,[483],,130,Metal,,,Fire,×2
sm8-128,Durant,[632],,80,Metal,,,Fire,×2
sm8-129,Cobalion,[638],,120,Metal,,,Fire,×2
sm8-130,Genesect-GX,[649],,180,Metal,,,Fire,×2
sm8-131,Magearna,[801],,90,Metal,,,Fire,×2
sm8-132,Alolan Ninetales-GX,[38],,200,Fairy,,Alolan Vulpix,Metal,×2
sm8-133,Jigglypuff,[39],,70,Fairy,,,Metal,×2
sm8-134,Wigglytuff,[40],,120,Fairy,,Jigglypuff,Metal,×2
sm8-135,Marill,[183],,70,Fairy,,,Metal,×2
sm8-136,Azumarill,[184],,100,Fairy,,Marill,Metal,×2
sm8-137,Snubbull,[209],,70,Fairy,,,Metal,×2
sm8-138,Granbull,[210],,130,Fairy,,Snubbull,Metal,×2
sm8-139,Ralts,[280],,50,Fairy,,,Metal,×2
sm8-140,Kirlia,[281],,80,Fairy,,Ralts,Metal,×2
sm8-141,Gardevoir,[282],,130,Fairy,,Kirlia,Metal,×2
sm8-142,Dedenne,[702],,70,Fairy,,,Metal,×2
sm8-143,Carbink,[703],,90,Fairy,,,Metal,×2
sm8-144,Xerneas ◇,[716],,160,Fairy,,,Metal,×2
sm8-145,Cutiefly,[742],,30,Fairy,,,Metal,×2
sm8-146,Ribombee,[743],,60,Fairy,,Cutiefly,Metal,×2
sm8-147,Morelull,[755],,60,Fairy,,,Metal,×2
sm8-148,Shiinotic,[756],,100,Fairy,,Morelull,Metal,×2
sm8-149,Mimikyu-GX,[778],,170,Fairy,,,,
sm8-150,Tapu Lele,[786],,110,Fairy,,,Metal,×2
sm8-151,Tapu Fini,[788],,120,Fairy,,,Metal,×2
sm8-152,Chansey,[113],,100,Colorless,,,Fighting,×2
sm8-153,Blissey,[242],,160,Colorless,,Chansey,Fighting,×2
sm8-154,Ditto ◇,[132],,40,Colorless,,,Fighting,×2
sm8-155,Eevee,[133],,60,Colorless,,,Fighting,×2
sm8-156,Stantler,[234],,110,Colorless,,,Fighting,×2
sm8-157,Smeargle,[235],,80,Colorless,,,Fighting,×2
sm8-158,Miltank,[241],,130,Colorless,,,Fighting,×2
sm8-159,Lugia-GX,[249],,190,Colorless,,,Lightning,×2
sm8-160,Ho-Oh,[250],,130,Colorless,,,Lightning,×2
sm8-161,Kecleon,[352],,80,Colorless,,,Fighting,×2
sm8-162,Kecleon,[352],,80,Colorless,,,Fighting,×2
sm8-163,Pikipek,[731],,50,Colorless,,,Lightning,×2
sm8-164,Pikipek,[731],,60,Colorless,,,Lightning,×2
sm8-165,Trumbeak,[732],,80,Colorless,,Pikipek,Lightning,×2
sm8-166,Toucannon,[733],,140,Colorless,,Trumbeak,Lightning,×2
sm8-195,Shuckle-GX,[213],,170,Grass,,,Fire,×2
sm8-196,Sceptile-GX,[254],,230,Grass,,Grovyle,Fire,×2
sm8-197,Virizion-GX,[640],,170,Grass,,,Fire,×2
sm8-198,Magcargo-GX,[219],,210,Fire,,Slugma,Water,×2
sm8-199,Blacephalon-GX,[806],,180,Fire,,,Water,×2
sm8-200,Suicune-GX,[245],,180,Water,,,Grass,×2
sm8-201,Zeraora-GX,[807],,190,Lightning,,,Fighting,×2
sm8-202,Sigilyph-GX,[561],,170,Psychic,,,Lightning,×2
sm8-203,Tyranitar-GX,[248],,250,Darkness,,Pupitar,Fighting,×2
sm8-204,Genesect-GX,[649],,180,Metal,,,Fire,×2
sm8-205,Alolan Ninetales-GX,[38],,200,Fairy,,Alolan Vulpix,Metal,×2
sm8-206,Mimikyu-GX,[778],,170,Fairy,,,,
sm8-207,Lugia-GX,[249],,190,Colorless,,,Lightning,×2
sm8-215,Shuckle-GX,[213],,170,Grass,,,Fire,×2
sm8-216,Sceptile-GX,[254],,230,Grass,,Grovyle,Fire,×2
sm8-217,Virizion-GX,[640],,170,Grass,,,Fire,×2
sm8-218,Magcargo-GX,[219],,210,Fire,,Slugma,Water,×2
sm8-219,Blacephalon-GX,[806],,180,Fire,,,Water,×2
sm8-220,Suicune-GX,[245],,180,Water,,,Grass,×2
sm8-221,Zeraora-GX,[807],,190,Lightning,,,Fighting,×2
sm8-222,Sigilyph-GX,[561],,170,Psychic,,,Lightning,×2
sm8-223,Tyranitar-GX,[248],,250,Darkness,,Pupitar,Fighting,×2
sm8-224,Genesect-GX,[649],,180,Metal,,,Fire,×2
sm8-225,Alolan Ninetales-GX,[38],,200,Fairy,,Alolan Vulpix,Metal,×2
sm8-226,Mimikyu-GX,[778],,170,Fairy,,,,
sm8-227,Lugia-GX,[249],,190,Colorless,,,Lightning,×2
sm9-1,Celebi & Venusaur-GX,"[3, 251]",,270,Grass,,,Fire,×2
sm9-2,Weedle,[13],,40,Grass,,,Fire,×2
sm9-3,Weedle,[13],,50,Grass,,,Fire,×2
sm9-4,Kakuna,[14],,80,Grass,,Weedle,Fire,×2
sm9-5,Beedrill,[15],,130,Grass,,Kakuna,Fire,×2
sm9-6,Paras,[46],,70,Grass,,,Fire,×2
sm9-7,Parasect,[47],,100,Grass,,Paras,Fire,×2
sm9-8,Exeggcute,[102],,50,Grass,,,Fire,×2
sm9-9,Pinsir,[127],,120,Grass,,,Fire,×2
sm9-10,Shaymin ◇,[492],,80,Grass,,,Fire,×2
sm9-11,Charmander,[4],,50,Fire,,,Water,×2
sm9-12,Charmander,[4],,70,Fire,,,Water,×2
sm9-13,Charmeleon,[5],,90,Fire,,Charmander,Water,×2
sm9-14,Charizard,[6],,150,Fire,,Charmeleon,Water,×2
sm9-15,Vulpix,[37],,60,Fire,,,Water,×2
sm9-16,Ninetales,[38],,100,Fire,,Vulpix,Water,×2
sm9-17,Ponyta,[77],,70,Fire,,,Water,×2
sm9-18,Rapidash,[78],,100,Fire,,Ponyta,Water,×2
sm9-19,Moltres,[146],,120,Fire,,,Lightning,×2
sm9-20,Litten,[725],,60,Fire,,,Water,×2
sm9-21,Torracat,[726],,90,Fire,,Litten,Water,×2
sm9-22,Squirtle,[7],,50,Water,,,Grass,×2
sm9-23,Squirtle,[7],,70,Water,,,Grass,×2
sm9-24,Wartortle,[8],,90,Water,,Squirtle,Grass,×2
sm9-25,Blastoise,[9],,160,Water,,Wartortle,Grass,×2
sm9-26,Psyduck,[54],,60,Water,,,Grass,×2
sm9-27,Golduck,[55],,110,Water,,Psyduck,Grass,×2
sm9-28,Staryu,[120],,50,Water,,,Grass,×2
sm9-29,Magikarp,[129],,30,Water,,,Lightning,×2
sm9-30,Gyarados,[130],,150,Water,,Magikarp,Lightning,×2
sm9-31,Lapras,[131],,130,Water,,,Metal,×2
sm9-32,Articuno,[144],,110,Water,,,Lightning,×2
sm9-33,Pikachu & Zekrom-GX,"[25, 644]",,240,Lightning,,,Fighting,×2
sm9-34,Alolan Geodude,[74],,60,Lightning,,,Fighting,×2
sm9-35,Alolan Geodude,[74],,70,Lightning,,,Fighting,×2
sm9-36,Alolan Graveler,[75],,100,Lightning,,Alolan Geodude,Fighting,×2
sm9-37,Alolan Golem,[76],,180,Lightning,,Alolan Graveler,Fighting,×2
sm9-38,Voltorb,[100],,50,Lightning,,,Fighting,×2
sm9-39,Electrode,[101],,90,Lightning,,Voltorb,Fighting,×2
sm9-40,Zapdos,[145],,110,Lightning,,,Lightning,×2
sm9-41,Mareep,[179],,60,Lightning,,,Fighting,×2
sm9-42,Flaaffy,[180],,90,Lightning,,Mareep,Fighting,×2
sm9-43,Ampharos-GX,[181],,240,Lightning,,Flaaffy,Fighting,×2
sm9-44,Blitzle,[522],,60,Lightning,,,Fighting,×2
sm9-45,Zebstrika,[523],,120,Lightning,,Blitzle,Fighting,×2
sm9-46,Emolga,[587],,60,Lightning,,,Lightning,×2
sm9-47,Joltik,[595],,40,Lightning,,,Fighting,×2
sm9-48,Galvantula,[596],,90,Lightning,,Joltik,Fighting,×2
sm9-49,Helioptile,[694],,60,Lightning,,,Fighting,×2
sm9-50,Heliolisk,[695],,100,Lightning,,Helioptile,Fighting,×2
sm9-51,Tapu Koko ◇,[785],,130,Lightning,,,Fighting,×2
sm9-52,Zeraora,[807],,120,Lightning,,,Fighting,×2
sm9-53,Gengar & Mimikyu-GX,"[94, 778]",,240,Psychic,,,Darkness,×2
sm9-54,Nidoran ♀,[29],,60,Psychic,,,Psychic,×2
sm9-55,Nidorina,[30],,90,Psychic,,Nidoran ♀,Psychic,×2
sm9-56,Nidoqueen,[31],,160,Psychic,,Nidorina,Psychic,×2
sm9-57,Nidoran ♂,[32],,60,Psychic,,,Psychic,×2
sm9-58,Nidorino,[33],,90,Psychic,,Nidoran ♂,Psychic,×2
sm9-59,Nidoking,[34],,160,Psychic,,Nidorino,Psychic,×2
sm9-60,Tentacool,[72],,60,Psychic,,,Psychic,×2
sm9-61,Tentacruel,[73],,100,Psychic,,Tentacool,Psychic,×2
sm9-62,Grimer,[88],,80,Psychic,,,Psychic,×2
sm9-63,Muk,[89],,130,Psychic,,Grimer,Psychic,×2
sm9-64,Alolan Marowak,[105],,120,Psychic,,Cubone,Darkness,×2
sm9-65,Starmie,[121],,80,Psychic,,Staryu,Psychic,×2
sm9-66,Mr. Mime,[122],,80,Psychic,,,Psychic,×2
sm9-67,Mr. Mime-GX,[122],,150,Psychic,,,,
sm9-68,Jynx,[124],,90,Psychic,,,Psychic,×2
sm9-69,Cosmog,[789],,50,Psychic,,,Psychic,×2
sm9-70,Cosmoem,[790],,100,Psychic,,Cosmog,Psychic,×2
sm9-71,Mankey,[56],,50,Fighting,,,Psychic,×2
sm9-72,Primeape,[57],,90,Fighting,,Mankey,Psychic,×2
sm9-73,Hitmonlee,[106],,100,Fighting,,,Psychic,×2
sm9-74,Hitmonchan,[107],,90,Fighting,,,Psychic,×2
sm9-75,Omanyte,[138],,90,Fighting,,Unidentified Fossil,Grass,×2
sm9-76,Omastar,[139],,130,Fighting,,Omanyte,Grass,×2
sm9-77,Kabuto,[140],,90,Fighting,,Unidentified Fossil,Grass,×2
sm9-78,Kabutops,[141],,140,Fighting,,Kabuto,Grass,×2
sm9-79,Larvitar,[246],,70,Fighting,,,Grass,×2
sm9-80,Pupitar,[247],,80,Fighting,,Larvitar,Grass,×2
sm9-81,Pancham,[674],,60,Fighting,,,Psychic,×2
sm9-82,Lycanroc-GX,[745],,200,Fighting,,Rockruff,Grass,×2
sm9-83,Alolan Grimer,[88],,70,Darkness,,,Fighting,×2
sm9-84,Alolan Muk,[89],,120,Darkness,,Alolan Grimer,Fighting,×2
sm9-85,Tyranitar,[248],,170,Darkness,,Pupitar,Fighting,×2
sm9-86,Poochyena,[261],,70,Darkness,,,Fighting,×2
sm9-87,Mightyena,[262],,100,Darkness,,Poochyena,Fighting,×2
sm9-88,Absol,[359],,100,Darkness,,,Fighting,×2
sm9-89,Spiritomb,[442],,70,Darkness,,,,
sm9-90,Zorua,[570],,60,Darkness,,,Fighting,×2
sm9-91,Zoroark,[571],,110,Darkness,,Zorua,Fighting,×2
sm9-92,Vullaby,[629],,60,Darkness,,,Lightning,×2
sm9-93,Mandibuzz,[630],,120,Darkness,,Vullaby,Lightning,×2
sm9-94,Pangoro,[675],,140,Darkness,,Pancham,Fighting,×2
sm9-95,Yveltal,[717],,110,Darkness,,,Lightning,×2
sm9-96,Hoopa-GX,[720],,190,Darkness,,,Fighting,×2
sm9-97,Incineroar-GX,[727],,250,Darkness,,Torracat,Fighting,×2
sm9-98,Skarmory,[227],,110,Metal,,,Lightning,×2
sm9-99,Jirachi,[385],,70,Metal,,,Fire,×2
sm9-100,Bronzor,[436],,50,Metal,,,Fire,×2
sm9-101,Bronzong,[437],,130,Metal,,Bronzor,Fire,×2
sm9-102,Ferroseed,[597],,60,Metal,,,Fire,×2
sm9-103,Ferrothorn,[598],,120,Metal,,Ferroseed,Fire,×2
sm9-104,Pawniard,[624],,60,Metal,,,Fire,×2
sm9-105,Bisharp,[625],,110,Metal,,Pawniard,Fire,×2
sm9-106,Cobalion-GX,[638],,170,Metal,,,Fire,×2
sm9-107,Honedge,[679],,60,Metal,,,Fire,×2
sm9-108,Doublade,[680],,90,Metal,,Honedge,Fire,×2
sm9-109,Aegislash,[681],,140,Metal,,Doublade,Fire,×2
sm9-110,Klefki,[707],,60,Metal,,,Fire,×2
sm9-111,Alolan Ninetales,[38],,110,Fairy,,Alolan Vulpix,Metal,×2
sm9-112,Mimikyu,[778],,70,Fairy,,,,
sm9-113,Latias & Latios-GX,"[380, 381]",,250,Dragon,,,Fairy,×2
sm9-114,Alolan Exeggutor,[103],,160,Dragon,,Exeggcute,Fairy,×2
sm9-115,Alolan Exeggutor,[103],,160,Dragon,,Exeggcute,Fairy,×2
sm9-116,Dratini,[147],,60,Dragon,,,Fairy,×2
sm9-117,Dratini,[147],,70,Dragon,,,Fairy,×2
sm9-118,Dragonair,[148],,90,Dragon,,Dratini,Fairy,×2
sm9-119,Dragonite,[149],,160,Dragon,,Dragonair,Fairy,×2
sm9-120,Eevee & Snorlax-GX,"[133, 143]",,270,Colorless,,,Fighting,×2
sm9-121,Pidgey,[16],,50,Colorless,,,Lightning,×2
sm9-122,Pidgey,[16],,60,Colorless,,,Lightning,×2
sm9-123,Pidgeotto,[17],,60,Colorless,,Pidgey,Lightning,×2
sm9-124,Pidgeot,[18],,130,Colorless,,Pidgeotto,Lightning,×2
sm9-125,Meowth,[52],,70,Colorless,,,Fighting,×2
sm9-126,Persian,[53],,100,Colorless,,Meowth,Fighting,×2
sm9-127,Farfetch'd,[83],,80,Colorless,,,Lightning,×2
sm9-128,Kangaskhan,[115],,130,Colorless,,,Fighting,×2
sm9-129,Tauros,[128],,130,Colorless,,,Fighting,×2
sm9-130,Aerodactyl,[142],,130,Colorless,,Unidentified Fossil,Lightning,×2
sm9-131,Lugia,[249],,130,Colorless,,,Lightning,×2
sm9-132,Zangoose,[335],,100,Colorless,,,Fighting,×2
sm9-159,Celebi & Venusaur-GX,"[3, 251]",,270,Grass,,,Fire,×2
sm9-160,Magikarp & Wailord-GX,"[129, 321]",,300,Water,,,Grass,×2
sm9-161,Magikarp & Wailord-GX,"[129, 321]",,300,Water,,,Grass,×2
sm9-162,Pikachu & Zekrom-GX,"[25, 644]",,240,Lightning,,,Fighting,×2
sm9-163,Ampharos-GX,[181],,240,Lightning,,Flaaffy,Fighting,×2
sm9-164,Gengar & Mimikyu-GX,"[94, 778]",,240,Psychic,,,Darkness,×2
sm9-165,Gengar & Mimikyu-GX,"[94, 778]",,240,Psychic,,,Darkness,×2
sm9-166,Hoopa-GX,[720],,190,Darkness,,,Fighting,×2
