id,name,supertype,subtype,rules,number,artist,rarity,legalities_unlimited,legalities_expanded,images_small,images_large
sm12-146,Azurill,Pokémon,Basic,,146,Asako Ito,Common,Legal,Legal,https://images.pokemontcg.io/sm12/146.png,https://images.pokemontcg.io/sm12/146_hires.png
sm12-147,Cottonee,Pokémon,Basic,,147,Pani Kobayashi,Common,Legal,Legal,https://images.pokemontcg.io/sm12/147.png,https://images.pokemontcg.io/sm12/147_hires.png
sm12-148,Whimsicott,Pokémon,Stage 1,,148,Yumi,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/148.png,https://images.pokemontcg.io/sm12/148_hires.png
sm12-149,Flabébé,Pokémon,Basic,,149,tetsuya koizumi,Common,Legal,Legal,https://images.pokemontcg.io/sm12/149.png,https://images.pokemontcg.io/sm12/149_hires.png
sm12-150,Flabébé,Pokémon,Basic,,150,Atsuko Nishida,Common,Legal,Legal,https://images.pokemontcg.io/sm12/150.png,https://images.pokemontcg.io/sm12/150_hires.png
sm12-151,Floette,Pokémon,Stage 1,,151,miki kudo,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/151.png,https://images.pokemontcg.io/sm12/151_hires.png
sm12-152,Florges,Pokémon,Stage 2,,152,Akira Komayama,Rare Holo,Legal,Legal,https://images.pokemontcg.io/sm12/152.png,https://images.pokemontcg.io/sm12/152_hires.png
sm12-153,Swirlix,Pokémon,Basic,,153,MAHOU,Common,Legal,Legal,https://images.pokemontcg.io/sm12/153.png,https://images.pokemontcg.io/sm12/153_hires.png
sm12-154,Slurpuff,Pokémon,Stage 1,,154,Kyoko Umemoto,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/154.png,https://images.pokemontcg.io/sm12/154_hires.png
sm12-155,Sylveon,Pokémon,Stage 1,,155,Naoyo Kimura,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/155.png,https://images.pokemontcg.io/sm12/155_hires.png
sm12-156,Arceus & Dialga & Palkia-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",156,Mitsuhiro Arita,Rare Holo GX,Legal,Legal,https://images.pokemontcg.io/sm12/156.png,https://images.pokemontcg.io/sm12/156_hires.png
sm12-157,Reshiram & Zekrom-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",157,Naoki Saito,Rare Holo GX,Legal,Legal,https://images.pokemontcg.io/sm12/157.png,https://images.pokemontcg.io/sm12/157_hires.png
sm12-158,Naganadel & Guzzlord-GX,Pokémon,"Basic, TAG TEAM, GX, Ultra Beast","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",158,Mitsuhiro Arita,Rare Holo GX,Legal,Legal,https://images.pokemontcg.io/sm12/158.png,https://images.pokemontcg.io/sm12/158_hires.png
sm12-159,Drampa,Pokémon,Basic,,159,Naoki Saito,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/159.png,https://images.pokemontcg.io/sm12/159_hires.png
sm12-160,Jangmo-o,Pokémon,Basic,,160,AKIRA EGAWA,Common,Legal,Legal,https://images.pokemontcg.io/sm12/160.png,https://images.pokemontcg.io/sm12/160_hires.png
sm12-161,Jangmo-o,Pokémon,Basic,,161,Tomokazu Komiya,Common,Legal,Legal,https://images.pokemontcg.io/sm12/161.png,https://images.pokemontcg.io/sm12/161_hires.png
sm12-162,Hakamo-o,Pokémon,Stage 1,,162,Ryuta Fuse,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/162.png,https://images.pokemontcg.io/sm12/162_hires.png
sm12-163,Kommo-o,Pokémon,Stage 2,,163,hatachu,Rare Holo,Legal,Legal,https://images.pokemontcg.io/sm12/163.png,https://images.pokemontcg.io/sm12/163_hires.png
sm12-164,Ultra Necrozma,Pokémon,"Basic, Ultra Beast",,164,Hasuno,Rare Holo,Legal,Legal,https://images.pokemontcg.io/sm12/164.png,https://images.pokemontcg.io/sm12/164_hires.png
sm12-165,Mega Lopunny & Jigglypuff-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",165,Mitsuhiro Arita,Rare Holo GX,Legal,Legal,https://images.pokemontcg.io/sm12/165.png,https://images.pokemontcg.io/sm12/165_hires.png
sm12-166,Eevee,Pokémon,Basic,,166,Motofumi Fujiwara,Common,Legal,Legal,https://images.pokemontcg.io/sm12/166.png,https://images.pokemontcg.io/sm12/166_hires.png
sm12-167,Eevee,Pokémon,Basic,,167,Hasuno,Common,Legal,Legal,https://images.pokemontcg.io/sm12/167.png,https://images.pokemontcg.io/sm12/167_hires.png
sm12-168,Igglybuff,Pokémon,Basic,,168,Kagemaru Himeno,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/168.png,https://images.pokemontcg.io/sm12/168_hires.png
sm12-169,Aipom,Pokémon,Basic,,169,Miki Tanaka,Common,Legal,Legal,https://images.pokemontcg.io/sm12/169.png,https://images.pokemontcg.io/sm12/169_hires.png
sm12-170,Ambipom,Pokémon,Stage 1,,170,Sumiyoshi Kizuki,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/170.png,https://images.pokemontcg.io/sm12/170_hires.png
sm12-171,Teddiursa,Pokémon,Basic,,171,kodama,Common,Legal,Legal,https://images.pokemontcg.io/sm12/171.png,https://images.pokemontcg.io/sm12/171_hires.png
sm12-172,Ursaring,Pokémon,Stage 1,,172,Hiroki Asanuma,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/172.png,https://images.pokemontcg.io/sm12/172_hires.png
sm12-173,Zangoose,Pokémon,Basic,,173,tetsuya koizumi,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/173.png,https://images.pokemontcg.io/sm12/173_hires.png
sm12-174,Lillipup,Pokémon,Basic,,174,Sekio,Common,Legal,Legal,https://images.pokemontcg.io/sm12/174.png,https://images.pokemontcg.io/sm12/174_hires.png
sm12-175,Herdier,Pokémon,Stage 1,,175,Shigenori Negishi,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/175.png,https://images.pokemontcg.io/sm12/175_hires.png
sm12-176,Stoutland,Pokémon,Stage 2,,176,Masakazu Fukuda,Rare Holo,Legal,Legal,https://images.pokemontcg.io/sm12/176.png,https://images.pokemontcg.io/sm12/176_hires.png
sm12-177,Rufflet,Pokémon,Basic,,177,Ken Sugimori,Common,Legal,Legal,https://images.pokemontcg.io/sm12/177.png,https://images.pokemontcg.io/sm12/177_hires.png
sm12-178,Braviary,Pokémon,Stage 1,,178,chibi,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/178.png,https://images.pokemontcg.io/sm12/178_hires.png
sm12-179,Helioptile,Pokémon,Basic,,179,Sekio,Common,Legal,Legal,https://images.pokemontcg.io/sm12/179.png,https://images.pokemontcg.io/sm12/179_hires.png
sm12-180,Heliolisk,Pokémon,Stage 1,,180,Kyoko Umemoto,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/180.png,https://images.pokemontcg.io/sm12/180_hires.png
sm12-181,Stufful,Pokémon,Basic,,181,Shigenori Negishi,Common,Legal,Legal,https://images.pokemontcg.io/sm12/181.png,https://images.pokemontcg.io/sm12/181_hires.png
sm12-182,Bewear,Pokémon,Stage 1,,182,Akira Komayama,Rare,Legal,Legal,https://images.pokemontcg.io/sm12/182.png,https://images.pokemontcg.io/sm12/182_hires.png
sm12-183,Type: Null,Pokémon,Basic,,183,KEIICHIRO ITO,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/183.png,https://images.pokemontcg.io/sm12/183_hires.png
sm12-184,Silvally-GX,Pokémon,"Stage 1, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",184,Megumi Mizutani,Rare Holo GX,Legal,Legal,https://images.pokemontcg.io/sm12/184.png,https://images.pokemontcg.io/sm12/184_hires.png
sm12-185,Beastite,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., The attacks of the Ultra Beast this card is attached to do 10 more damage to your opponent's Active Pokémon for each Prize card you have taken (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).",185,inose yukie,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/185.png,https://images.pokemontcg.io/sm12/185_hires.png
sm12-186,Bellelba & Brycen-Man,Trainer,"Supporter, TAG TEAM","Discard 3 cards from the top of each player's deck., When you play this card, you may discard 3 other cards from your hand. If you do, each player discards their Benched Pokémon until they have 3 Benched Pokémon. Your opponent discards first., You may play only 1 Supporter card during your turn (before your attack).",186,Hideki Ishikawa,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/186.png,https://images.pokemontcg.io/sm12/186_hires.png
sm12-187,Chaotic Swell,Trainer,Stadium,"Whenever either player plays a Stadium card from their hand, discard that Stadium card after discarding this one. (The new Stadium card has no effect.), This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.",187,Ryo Ueda,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/187.png,https://images.pokemontcg.io/sm12/187_hires.png
sm12-188,Clay,Trainer,Supporter,"Discard the top 7 cards of your deck. If any of those cards are Item cards, put them into your hand., You may play only 1 Supporter card during your turn (before your attack).",188,Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/188.png,https://images.pokemontcg.io/sm12/188_hires.png
sm12-189,Cynthia & Caitlin,Trainer,"Supporter, TAG TEAM","Put a Supporter card from your discard pile into your hand. You can't choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).",189,Ken Sugimori/Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/189.png,https://images.pokemontcg.io/sm12/189_hires.png
sm12-190,Dragonium Z: Dragon Claw,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., If the Pokémon this card is attached to has the Dragon Claw attack, it can use the GX attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack).",190,aky CG Works,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/190.png,https://images.pokemontcg.io/sm12/190_hires.png
sm12-191,Erika,Trainer,Supporter,"Each player may draw up to 3 cards. You draw first., You may play only 1 Supporter card during your turn (before your attack).",191,Megumi Mizutani,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/191.png,https://images.pokemontcg.io/sm12/191_hires.png
sm12-192,Great Catcher,Trainer,Item,"You can play this card only if you discard 2 other cards from your hand., Switch 1 of your opponent's Benched Pokémon-GX or Pokémon-EX with their Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).",192,Studio Bora Inc.,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/192.png,https://images.pokemontcg.io/sm12/192_hires.png
sm12-193,Guzma & Hala,Trainer,"Supporter, TAG TEAM","Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).",193,Ken Sugimori,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/193.png,https://images.pokemontcg.io/sm12/193_hires.png
sm12-194,Island Challenge Amulet,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., The Pokémon-GX or Pokémon-EX this card is attached to gets -100 HP, and when it is Knocked Out by damage from an opponent's attack, that player takes 1 fewer Prize card., You may play as many Item cards as you like during your turn (before your attack).",194,sadaji,Uncommon,Legal,Banned,https://images.pokemontcg.io/sm12/194.png,https://images.pokemontcg.io/sm12/194_hires.png
sm12-195,Lana's Fishing Rod,Trainer,Item,"Shuffle a Pokémon and a Pokémon Tool card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).",195,Eske Yoshinob,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/195.png,https://images.pokemontcg.io/sm12/195_hires.png
sm12-196,Lillie's Full Force,Trainer,Supporter,"Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).",196,kodama,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/196.png,https://images.pokemontcg.io/sm12/196_hires.png
sm12-197,Lillie's Poké Doll,Trainer,Item,"Play this card as if it were a 30-HP Colorless Basic Pokémon. At any time during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard all cards from it and put it on the bottom of your deck., This card can't retreat. If this card is Knocked Out, your opponent can't take any Prize cards for it., You may play as many Item cards as you like during your turn (before your attack).",197,Studio Bora Inc.,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/197.png,https://images.pokemontcg.io/sm12/197_hires.png
sm12-198,Mallow & Lana,Trainer,"Supporter, TAG TEAM","Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).",198,Ken Sugimori,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/198.png,https://images.pokemontcg.io/sm12/198_hires.png
sm12-199,Misty & Lorelei,Trainer,"Supporter, TAG TEAM","Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., When you play this card, you may discard 5 other cards from your hand. If you do, during this turn, your Water Pokémon can use their GX attacks even if you have used your GX attack., You may play only 1 Supporter card during your turn (before your attack).",199,Megumi Mizutani,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/199.png,https://images.pokemontcg.io/sm12/199_hires.png
sm12-200,N's Resolve,Trainer,Supporter,"Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).",200,Ryuta Fuse,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/200.png,https://images.pokemontcg.io/sm12/200_hires.png
sm12-201,Professor Oak's Setup,Trainer,Supporter,"Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",201,Megumi Mizutani,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/201.png,https://images.pokemontcg.io/sm12/201_hires.png
sm12-202,Red & Blue,Trainer,"Supporter, TAG TEAM","Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can't use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).",202,Megumi Mizutani,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/202.png,https://images.pokemontcg.io/sm12/202_hires.png
sm12-203,Roller Skater,Trainer,Supporter,"Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).",203,Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/203.png,https://images.pokemontcg.io/sm12/203_hires.png
sm12-204,Rosa,Trainer,Supporter,"You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",204,Yusuke Ohmura,Rare Holo,Legal,Legal,https://images.pokemontcg.io/sm12/204.png,https://images.pokemontcg.io/sm12/204_hires.png
sm12-205,Roxie,Trainer,Supporter,"Discard up to 2 Pokémon that aren't Pokémon-GX or Pokémon-EX from your hand. Draw 3 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn (before your attack).",205,Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/205.png,https://images.pokemontcg.io/sm12/205_hires.png
sm12-206,Tag Call,Trainer,Item,"Search your deck for up to 2 TAG TEAM cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).",206,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/206.png,https://images.pokemontcg.io/sm12/206_hires.png
sm12-207,Unidentified Fossil,Trainer,Item,"Play this card as if it were a 60-HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play., This card can't retreat., You may play as many Item cards as you like during your turn (before your attack).",207,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/207.png,https://images.pokemontcg.io/sm12/207_hires.png
sm12-208,Will,Trainer,Supporter,"The next time you flip any number of coins for the effect of an attack, Ability, or Trainer card this turn, choose heads or tails for the first coin flip., You may play only 1 Supporter card during your turn (before your attack).",208,Ken Sugimori,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/208.png,https://images.pokemontcg.io/sm12/208_hires.png
sm12-209,Draw Energy,Energy,Special,"This card provides Colorless Energy., When you attach this card from your hand to a Pokémon, draw a card.",209,,Uncommon,Legal,Legal,https://images.pokemontcg.io/sm12/209.png,https://images.pokemontcg.io/sm12/209_hires.png
sm12-210,Venusaur & Snivy-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",210,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/210.png,https://images.pokemontcg.io/sm12/210_hires.png
sm12-211,Vileplume-GX,Pokémon,"Stage 2, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",211,Kagemaru Himeno,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/211.png,https://images.pokemontcg.io/sm12/211_hires.png
sm12-212,Charizard & Braixen-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",212,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/212.png,https://images.pokemontcg.io/sm12/212_hires.png
sm12-213,Volcarona-GX,Pokémon,"Stage 1, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",213,PLANETA Tsuji,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/213.png,https://images.pokemontcg.io/sm12/213_hires.png
sm12-214,Blastoise & Piplup-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",214,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/214.png,https://images.pokemontcg.io/sm12/214_hires.png
sm12-215,Blastoise & Piplup-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",215,Akira Komayama,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/215.png,https://images.pokemontcg.io/sm12/215_hires.png
sm12-216,Solgaleo & Lunala-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",216,Hideki Ishikawa,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/216.png,https://images.pokemontcg.io/sm12/216_hires.png
sm12-217,Oricorio-GX,Pokémon,"Basic, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",217,PLANETA Tsuji,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/217.png,https://images.pokemontcg.io/sm12/217_hires.png
sm12-218,Flygon-GX,Pokémon,"Stage 2, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",218,PLANETA Tsuji,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/218.png,https://images.pokemontcg.io/sm12/218_hires.png
sm12-219,Alolan Persian-GX,Pokémon,"Stage 1, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",219,PLANETA Tsuji,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/219.png,https://images.pokemontcg.io/sm12/219_hires.png
sm12-220,Arceus & Dialga & Palkia-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",220,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/220.png,https://images.pokemontcg.io/sm12/220_hires.png
sm12-221,Arceus & Dialga & Palkia-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",221,Kouki Saitou,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/221.png,https://images.pokemontcg.io/sm12/221_hires.png
sm12-222,Reshiram & Zekrom-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",222,Naoki Saito,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/222.png,https://images.pokemontcg.io/sm12/222_hires.png
sm12-223,Naganadel & Guzzlord-GX,Pokémon,"Basic, TAG TEAM, GX, Ultra Beast","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",223,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/223.png,https://images.pokemontcg.io/sm12/223_hires.png
sm12-224,Naganadel & Guzzlord-GX,Pokémon,"Basic, TAG TEAM, GX, Ultra Beast","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",224,Aya Kusube,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/224.png,https://images.pokemontcg.io/sm12/224_hires.png
sm12-225,Mega Lopunny & Jigglypuff-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",225,aky CG Works,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/225.png,https://images.pokemontcg.io/sm12/225_hires.png
sm12-226,Mega Lopunny & Jigglypuff-GX,Pokémon,"Basic, TAG TEAM, GX","TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.",226,Shibuzoh.,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/226.png,https://images.pokemontcg.io/sm12/226_hires.png
sm12-227,Silvally-GX,Pokémon,"Stage 1, GX","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.",227,Megumi Mizutani,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/227.png,https://images.pokemontcg.io/sm12/227_hires.png
sm12-228,Cynthia & Caitlin,Trainer,"Supporter, TAG TEAM","Put a Supporter card from your discard pile into your hand. You can't choose Cynthia & Caitlin or a card you discarded with the effect of this card., When you play this card, you may discard another card from your hand. If you do, draw 3 cards., You may play only 1 Supporter card during your turn (before your attack).",228,Sakiko Maeda,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/228.png,https://images.pokemontcg.io/sm12/228_hires.png
sm12-229,Guzma & Hala,Trainer,"Supporter, TAG TEAM","Search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck., When you play this card, you may discard 2 other cards from your hand. If you do, you may also search for a Pokémon Tool card and a Special Energy card in this way., You may play only 1 Supporter card during your turn (before your attack).",229,Junsei Kuninobu,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/229.png,https://images.pokemontcg.io/sm12/229_hires.png
sm12-230,Lillie's Full Force,Trainer,Supporter,"Draw 4 cards., At the end of this turn, if you have 3 or more cards in your hand, shuffle cards from your hand into your deck until you have 2 cards in your hand., You may play only 1 Supporter card during your turn (before your attack).",230,Noriko Uono,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/230.png,https://images.pokemontcg.io/sm12/230_hires.png
sm12-231,Mallow & Lana,Trainer,"Supporter, TAG TEAM","Switch your Active Pokémon with 1 of your Benched Pokémon., When you play this card, you may discard 2 other cards from your hand. If you do, heal 120 damage from the Pokémon you moved to your Bench., You may play only 1 Supporter card during your turn (before your attack).",231,kirisAki,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/231.png,https://images.pokemontcg.io/sm12/231_hires.png
sm12-232,N's Resolve,Trainer,Supporter,"Discard the top 6 cards of your deck. If any of those cards are basic Energy cards, attach them to 1 of your Benched Dragon Pokémon., You may play only 1 Supporter card during your turn (before your attack).",232,Mana Ibe,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/232.png,https://images.pokemontcg.io/sm12/232_hires.png
sm12-233,Professor Oak's Setup,Trainer,Supporter,"Search your deck for up to 3 Basic Pokémon of different types and put them onto your Bench. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",233,Nabana Kensaku,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/233.png,https://images.pokemontcg.io/sm12/233_hires.png
sm12-234,Red & Blue,Trainer,"Supporter, TAG TEAM","Search your deck for a Pokémon-GX that evolves from 1 of your Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. (You can't use this card during your first turn or on a Pokémon that was put into play this turn.), When you play this card, you may discard 2 other cards from your hand. If you do, search your deck for up to 2 basic Energy cards and attach them to the Pokémon you evolved in this way., You may play only 1 Supporter card during your turn (before your attack).",234,Hitoshi Ariga,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/234.png,https://images.pokemontcg.io/sm12/234_hires.png
sm12-235,Roller Skater,Trainer,Supporter,"Discard a card from your hand. If you do, draw 2 cards. If you discarded an Energy card in this way, draw 2 more cards., You may play only 1 Supporter card during your turn (before your attack).",235,nagimiso,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/235.png,https://images.pokemontcg.io/sm12/235_hires.png
sm12-236,Rosa,Trainer,Supporter,"You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn., Search your deck for a Pokémon, a Trainer card, and a basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",236,kirisAki,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/sm12/236.png,https://images.pokemontcg.io/sm12/236_hires.png
sm12-237,Torkoal,Pokémon,Basic,,237,Ryota Murayama,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/237.png,https://images.pokemontcg.io/sm12/237_hires.png
sm12-238,Weavile,Pokémon,Stage 1,,238,nagimiso,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/238.png,https://images.pokemontcg.io/sm12/238_hires.png
sm12-239,Piplup,Pokémon,Basic,,239,Tomomi Kaneko,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/239.png,https://images.pokemontcg.io/sm12/239_hires.png
sm12-240,Wishiwashi,Pokémon,Basic,,240,Misaki Hashimoto,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/240.png,https://images.pokemontcg.io/sm12/240_hires.png
sm12-241,Pikachu,Pokémon,Basic,,241,Hitoshi Ariga,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/241.png,https://images.pokemontcg.io/sm12/241_hires.png
sm12-242,Magnemite,Pokémon,Basic,,242,Fumie Kittaka,Rare Secret,Legal,Legal,https://images.pokemontcg.io/sm12/242.png,https://images.pokemontcg.io/sm12/242_hires.png
